"Statistic Label","Month","Meteorological Weather Station","UNIT","VALUE"
"Sunshine Duration","1976 June","Shannon Airport","Hours","178.1"
"Sunshine Duration","1976 June","Dublin Airport","Hours","218.3"
"Sunshine Duration","1976 June","Mullingar","Hours","179.5"
"Sunshine Duration","1976 June","Cork Airport","Hours","191.7"
"Sunshine Duration","1976 June","Casement","Hours","214.2"
"Sunshine Duration","1976 June","Phoenix Park","Hours",""
"Sunshine Duration","1976 June","Roches Point","Hours",""
"Sunshine Duration","1976 June","Markree","Hours",""
"Sunshine Duration","1976 July","Malin Head","Hours","103.9"
"Sunshine Duration","1976 July","Claremorris","Hours","103.2"
"Sunshine Duration","1976 July","Valentia Observatory","Hours","132.5"
"Sunshine Duration","1976 July","Belmullet","Hours","114.5"
"Sunshine Duration","1976 July","Shannon Airport","Hours","111.3"
"Sunshine Duration","1976 July","Dublin Airport","Hours","147.5"
"Sunshine Duration","1976 July","Mullingar","Hours","117.9"
"Sunshine Duration","1976 July","Cork Airport","Hours","135"
"Sunshine Duration","1976 July","Casement","Hours","127.1"
"Sunshine Duration","1976 July","Phoenix Park","Hours",""
"Sunshine Duration","1976 July","Roches Point","Hours",""
"Sunshine Duration","1976 July","Markree","Hours",""
"Sunshine Duration","1976 August","Malin Head","Hours","248.7"
"Sunshine Duration","1976 August","Claremorris","Hours","203.6"
"Sunshine Duration","1976 August","Valentia Observatory","Hours","202"
"Sunshine Duration","1976 August","Belmullet","Hours","246.4"
"Sunshine Duration","1976 August","Shannon Airport","Hours","188.1"
"Sunshine Duration","1976 August","Dublin Airport","Hours","259.9"
"Sunshine Duration","1976 August","Mullingar","Hours","240.8"
"Sunshine Duration","1976 August","Cork Airport","Hours","213.6"
"Sunshine Duration","1976 August","Casement","Hours","236"
"Sunshine Duration","1976 August","Phoenix Park","Hours",""
"Sunshine Duration","1976 August","Roches Point","Hours",""
"Sunshine Duration","1976 August","Markree","Hours",""
"Sunshine Duration","1976 September","Malin Head","Hours","105.9"
"Sunshine Duration","1976 September","Claremorris","Hours","89.5"
"Sunshine Duration","1976 September","Valentia Observatory","Hours","94.9"
"Sunshine Duration","1976 September","Belmullet","Hours","92.3"
"Sunshine Duration","1976 September","Shannon Airport","Hours","91.6"
"Sunshine Duration","1976 September","Dublin Airport","Hours","98.7"
"Sunshine Duration","1976 September","Mullingar","Hours","93.9"
"Sunshine Duration","1976 September","Cork Airport","Hours","107.6"
"Sunshine Duration","1976 September","Casement","Hours","90.5"
"Sunshine Duration","1976 September","Phoenix Park","Hours",""
"Sunshine Duration","1976 September","Roches Point","Hours",""
"Sunshine Duration","1976 September","Markree","Hours",""
"Sunshine Duration","1976 October","Malin Head","Hours","68.9"
"Sunshine Duration","1976 October","Claremorris","Hours","92.5"
"Sunshine Duration","1976 October","Valentia Observatory","Hours","109.6"
"Sunshine Duration","1976 October","Belmullet","Hours","105.5"
"Sunshine Duration","1976 October","Shannon Airport","Hours","97.3"
"Sunshine Duration","1976 October","Dublin Airport","Hours","87.9"
"Sunshine Duration","1976 October","Mullingar","Hours","96.5"
"Sunshine Duration","1976 October","Cork Airport","Hours","116.8"
"Sunshine Duration","1976 October","Casement","Hours","86.7"
"Sunshine Duration","1976 October","Phoenix Park","Hours",""
"Sunshine Duration","1976 October","Roches Point","Hours",""
"Sunshine Duration","1976 October","Markree","Hours",""
"Sunshine Duration","1976 November","Malin Head","Hours","65.5"
"Sunshine Duration","1976 November","Claremorris","Hours","75.6"
"Sunshine Duration","1976 November","Valentia Observatory","Hours","66"
"Sunshine Duration","1976 November","Belmullet","Hours","59.9"
"Sunshine Duration","1976 November","Shannon Airport","Hours","63"
"Sunshine Duration","1976 November","Dublin Airport","Hours","85.6"
"Sunshine Duration","1976 November","Mullingar","Hours","66.4"
"Sunshine Duration","1976 November","Cork Airport","Hours","80.6"
"Sunshine Duration","1976 November","Casement","Hours","85.3"
"Sunshine Duration","1976 November","Phoenix Park","Hours",""
"Sunshine Duration","1976 November","Roches Point","Hours",""
"Sunshine Duration","1976 November","Markree","Hours",""
"Sunshine Duration","1976 December","Malin Head","Hours","29.8"
"Sunshine Duration","1976 December","Claremorris","Hours","30.4"
"Sunshine Duration","1976 December","Valentia Observatory","Hours","46.8"
"Sunshine Duration","1976 December","Belmullet","Hours","44.5"
"Sunshine Duration","1976 December","Shannon Airport","Hours","40.9"
"Sunshine Duration","1976 December","Dublin Airport","Hours","36.8"
"Sunshine Duration","1976 December","Mullingar","Hours","34.2"
"Sunshine Duration","1976 December","Cork Airport","Hours","61.8"
"Sunshine Duration","1976 December","Casement","Hours","36.9"
"Sunshine Duration","1976 December","Phoenix Park","Hours",""
"Sunshine Duration","1976 December","Roches Point","Hours",""
"Sunshine Duration","1976 December","Markree","Hours",""
"Sunshine Duration","1977 January","Malin Head","Hours","43.7"
"Sunshine Duration","1977 January","Claremorris","Hours","50"
"Sunshine Duration","1977 January","Valentia Observatory","Hours","43.6"
"Sunshine Duration","1977 January","Belmullet","Hours","56.1"
"Sunshine Duration","1977 January","Shannon Airport","Hours","52"
"Sunshine Duration","1977 January","Dublin Airport","Hours","53.7"
"Sunshine Duration","1977 January","Mullingar","Hours","46"
"Sunshine Duration","1977 January","Cork Airport","Hours","51.5"
"Sunshine Duration","1977 January","Casement","Hours","36.7"
"Sunshine Duration","1977 January","Phoenix Park","Hours",""
"Sunshine Duration","1977 January","Roches Point","Hours",""
"Sunshine Duration","1977 January","Markree","Hours",""
"Sunshine Duration","1977 February","Malin Head","Hours","54.7"
"Sunshine Duration","1977 February","Claremorris","Hours","48.6"
"Sunshine Duration","1977 February","Valentia Observatory","Hours","50.2"
"Sunshine Duration","1977 February","Belmullet","Hours","69.4"
"Sunshine Duration","1977 February","Shannon Airport","Hours","41.8"
"Sunshine Duration","1977 February","Dublin Airport","Hours","48"
"Sunshine Duration","1977 February","Mullingar","Hours","43.6"
"Sunshine Duration","1977 February","Cork Airport","Hours","50.2"
"Sunshine Duration","1977 February","Casement","Hours","48"
"Sunshine Duration","1977 February","Phoenix Park","Hours",""
"Sunshine Duration","1977 February","Roches Point","Hours",""
"Sunshine Duration","1977 February","Markree","Hours",""
"Sunshine Duration","1977 March","Malin Head","Hours","74"
"Sunshine Duration","1977 March","Claremorris","Hours","85.3"
"Sunshine Duration","1977 March","Valentia Observatory","Hours","78.1"
"Sunshine Duration","1977 March","Belmullet","Hours","81.7"
"Sunshine Duration","1977 March","Shannon Airport","Hours","87.1"
"Sunshine Duration","1977 March","Dublin Airport","Hours","71.4"
"Sunshine Duration","1977 March","Mullingar","Hours","91.5"
"Sunshine Duration","1977 March","Cork Airport","Hours","88.1"
"Sunshine Duration","1977 March","Casement","Hours","71.1"
"Sunshine Duration","1977 March","Phoenix Park","Hours",""
"Sunshine Duration","1977 March","Roches Point","Hours",""
"Sunshine Duration","1977 March","Markree","Hours",""
"Sunshine Duration","1977 April","Malin Head","Hours","125.1"
"Sunshine Duration","1977 April","Claremorris","Hours","113.5"
"Sunshine Duration","1977 April","Valentia Observatory","Hours","128.7"
"Sunshine Duration","1977 April","Belmullet","Hours","131.5"
"Sunshine Duration","1977 April","Shannon Airport","Hours","136.5"
"Sunshine Duration","1977 April","Dublin Airport","Hours","160.8"
"Sunshine Duration","1977 April","Mullingar","Hours","134.2"
"Sunshine Duration","1977 April","Cork Airport","Hours","148.6"
"Sunshine Duration","1977 April","Casement","Hours","135.8"
"Sunshine Duration","1977 April","Phoenix Park","Hours",""
"Sunshine Duration","1977 April","Roches Point","Hours",""
"Sunshine Duration","1977 April","Markree","Hours",""
"Sunshine Duration","1977 May","Malin Head","Hours","257.4"
"Sunshine Duration","1977 May","Claremorris","Hours","228.8"
"Sunshine Duration","1977 May","Valentia Observatory","Hours","194.6"
"Sunshine Duration","1977 May","Belmullet","Hours","255.9"
"Sunshine Duration","1977 May","Shannon Airport","Hours","199.4"
"Sunshine Duration","1977 May","Dublin Airport","Hours","252.6"
"Sunshine Duration","1977 May","Mullingar","Hours","238.9"
"Sunshine Duration","1977 May","Cork Airport","Hours","203.2"
"Sunshine Duration","1977 May","Casement","Hours","240.5"
"Sunshine Duration","1977 May","Phoenix Park","Hours",""
"Sunshine Duration","1977 May","Roches Point","Hours",""
"Sunshine Duration","1977 May","Markree","Hours",""
"Sunshine Duration","1977 June","Malin Head","Hours","218.5"
"Sunshine Duration","1977 June","Claremorris","Hours","183.7"
"Sunshine Duration","1977 June","Valentia Observatory","Hours","185.4"
"Sunshine Duration","1977 June","Belmullet","Hours","207.2"
"Sunshine Duration","1977 June","Shannon Airport","Hours","172.9"
"Sunshine Duration","1977 June","Dublin Airport","Hours","188.8"
"Sunshine Duration","1977 June","Mullingar","Hours","179.5"
"Sunshine Duration","1977 June","Cork Airport","Hours","173.1"
"Sunshine Duration","1977 June","Casement","Hours","172.2"
"Sunshine Duration","1977 June","Phoenix Park","Hours",""
"Sunshine Duration","1977 June","Roches Point","Hours",""
"Sunshine Duration","1977 June","Markree","Hours",""
"Sunshine Duration","1977 July","Malin Head","Hours","154.2"
"Sunshine Duration","1977 July","Claremorris","Hours","157.9"
"Sunshine Duration","1977 July","Valentia Observatory","Hours","140.9"
"Sunshine Duration","1977 July","Belmullet","Hours","131.8"
"Sunshine Duration","1977 July","Shannon Airport","Hours","158.8"
"Sunshine Duration","1977 July","Dublin Airport","Hours","189.8"
"Sunshine Duration","1977 July","Mullingar","Hours","196.2"
"Sunshine Duration","1977 July","Cork Airport","Hours","177.8"
"Sunshine Duration","1977 July","Casement","Hours","188.1"
"Sunshine Duration","1977 July","Phoenix Park","Hours",""
"Sunshine Duration","1977 July","Roches Point","Hours",""
"Sunshine Duration","1977 July","Markree","Hours",""
"Sunshine Duration","1977 August","Malin Head","Hours","206.1"
"Sunshine Duration","1977 August","Claremorris","Hours","149.5"
"Sunshine Duration","1977 August","Valentia Observatory","Hours","175.6"
"Sunshine Duration","1977 August","Belmullet","Hours","172.1"
"Sunshine Duration","1977 August","Shannon Airport","Hours","156.8"
"Sunshine Duration","1977 August","Dublin Airport","Hours","181.7"
"Sunshine Duration","1977 August","Mullingar","Hours","167.2"
"Sunshine Duration","1977 August","Cork Airport","Hours","174.7"
"Sunshine Duration","1977 August","Casement","Hours","163.5"
"Sunshine Duration","1977 August","Phoenix Park","Hours",""
"Sunshine Duration","1977 August","Roches Point","Hours",""
"Sunshine Duration","1977 August","Markree","Hours",""
"Sunshine Duration","1977 September","Malin Head","Hours","95.5"
"Sunshine Duration","1977 September","Claremorris","Hours","89.7"
"Sunshine Duration","1977 September","Valentia Observatory","Hours","121.9"
"Sunshine Duration","1977 September","Belmullet","Hours","117.7"
"Sunshine Duration","1977 September","Shannon Airport","Hours","119.4"
"Sunshine Duration","1977 September","Dublin Airport","Hours","95.8"
"Sunshine Duration","1977 September","Mullingar","Hours","92.5"
"Sunshine Duration","1977 September","Cork Airport","Hours","124.3"
"Sunshine Duration","1977 September","Casement","Hours","101.2"
"Sunshine Duration","1977 September","Phoenix Park","Hours",""
"Sunshine Duration","1977 September","Roches Point","Hours",""
"Sunshine Duration","1977 September","Markree","Hours",""
"Sunshine Duration","1977 October","Malin Head","Hours","53.2"
"Sunshine Duration","1977 October","Claremorris","Hours","50.4"
"Sunshine Duration","1977 October","Valentia Observatory","Hours","58"
"Sunshine Duration","1977 October","Belmullet","Hours","49.4"
"Sunshine Duration","1977 October","Shannon Airport","Hours","52.9"
"Sunshine Duration","1977 October","Dublin Airport","Hours","88.5"
"Sunshine Duration","1977 October","Mullingar","Hours","66.8"
"Sunshine Duration","1977 October","Cork Airport","Hours","58.6"
"Sunshine Duration","1977 October","Casement","Hours","96.3"
"Sunshine Duration","1977 October","Phoenix Park","Hours",""
"Sunshine Duration","1977 October","Roches Point","Hours",""
"Sunshine Duration","1977 October","Markree","Hours",""
"Sunshine Duration","1977 November","Malin Head","Hours","62.6"
"Sunshine Duration","1977 November","Claremorris","Hours","39.5"
"Sunshine Duration","1977 November","Valentia Observatory","Hours","36.8"
"Sunshine Duration","1977 November","Belmullet","Hours","55.6"
"Sunshine Duration","1977 November","Shannon Airport","Hours","48.2"
"Sunshine Duration","1977 November","Dublin Airport","Hours","71.3"
"Sunshine Duration","1977 November","Mullingar","Hours","63.1"
"Sunshine Duration","1977 November","Cork Airport","Hours","61.8"
"Sunshine Duration","1977 November","Casement","Hours","62.4"
"Sunshine Duration","1977 November","Phoenix Park","Hours",""
"Sunshine Duration","1977 November","Roches Point","Hours",""
"Sunshine Duration","1977 November","Markree","Hours",""
"Sunshine Duration","1977 December","Malin Head","Hours","31"
"Sunshine Duration","1977 December","Claremorris","Hours","12.8"
"Sunshine Duration","1977 December","Valentia Observatory","Hours","16.8"
"Sunshine Duration","1977 December","Belmullet","Hours","20.4"
"Sunshine Duration","1977 December","Shannon Airport","Hours","22.9"
"Sunshine Duration","1977 December","Dublin Airport","Hours","36.1"
"Sunshine Duration","1977 December","Mullingar","Hours","20.7"
"Sunshine Duration","1977 December","Cork Airport","Hours","19.8"
"Sunshine Duration","1977 December","Casement","Hours","29.2"
"Sunshine Duration","1977 December","Phoenix Park","Hours",""
"Sunshine Duration","1977 December","Roches Point","Hours",""
"Sunshine Duration","1977 December","Markree","Hours",""
"Sunshine Duration","1978 January","Malin Head","Hours","38.3"
"Sunshine Duration","1978 January","Claremorris","Hours","59.1"
"Sunshine Duration","1978 January","Valentia Observatory","Hours","45.9"
"Sunshine Duration","1978 January","Belmullet","Hours","39.7"
"Sunshine Duration","1978 January","Shannon Airport","Hours","62.9"
"Sunshine Duration","1978 January","Dublin Airport","Hours","73.5"
"Sunshine Duration","1978 January","Mullingar","Hours","78.3"
"Sunshine Duration","1978 January","Cork Airport","Hours","80.8"
"Sunshine Duration","1978 January","Casement","Hours","68.1"
"Sunshine Duration","1978 January","Phoenix Park","Hours",""
"Sunshine Duration","1978 January","Roches Point","Hours",""
"Sunshine Duration","1978 January","Markree","Hours",""
"Sunshine Duration","1978 February","Malin Head","Hours","71.9"
"Sunshine Duration","1978 February","Claremorris","Hours","59.6"
"Sunshine Duration","1978 February","Valentia Observatory","Hours","60.6"
"Sunshine Duration","1978 February","Belmullet","Hours","71.7"
"Sunshine Duration","1978 February","Shannon Airport","Hours","71"
"Sunshine Duration","1978 February","Dublin Airport","Hours","60.1"
"Sunshine Duration","1978 February","Mullingar","Hours","56.3"
"Sunshine Duration","1978 February","Cork Airport","Hours","58"
"Sunshine Duration","1978 February","Casement","Hours","60.8"
"Sunshine Duration","1978 February","Phoenix Park","Hours",""
"Sunshine Duration","1978 February","Roches Point","Hours",""
"Sunshine Duration","1978 February","Markree","Hours",""
"Sunshine Duration","1978 March","Malin Head","Hours","79.7"
"Sunshine Duration","1978 March","Claremorris","Hours","75.3"
"Sunshine Duration","1978 March","Valentia Observatory","Hours","89"
"Sunshine Duration","1978 March","Belmullet","Hours","84"
"Sunshine Duration","1978 March","Shannon Airport","Hours","97.2"
"Sunshine Duration","1978 March","Dublin Airport","Hours","128.1"
"Sunshine Duration","1978 March","Mullingar","Hours","94.3"
"Sunshine Duration","1978 March","Cork Airport","Hours","105.2"
"Sunshine Duration","1978 March","Casement","Hours","105.8"
"Sunshine Duration","1978 March","Phoenix Park","Hours",""
"Sunshine Duration","1978 March","Roches Point","Hours",""
"Sunshine Duration","1978 March","Markree","Hours",""
"Sunshine Duration","1978 April","Malin Head","Hours","107.3"
"Sunshine Duration","1978 April","Claremorris","Hours","120.4"
"Sunshine Duration","1978 April","Valentia Observatory","Hours","140.9"
"Sunshine Duration","1978 April","Belmullet","Hours","155.5"
"Sunshine Duration","1978 April","Shannon Airport","Hours","115.5"
"Sunshine Duration","1978 April","Dublin Airport","Hours","137.5"
"Sunshine Duration","1978 April","Mullingar","Hours","129.9"
"Sunshine Duration","1978 April","Cork Airport","Hours","128.9"
"Sunshine Duration","1978 April","Casement","Hours","131.2"
"Sunshine Duration","1978 April","Phoenix Park","Hours",""
"Sunshine Duration","1978 April","Roches Point","Hours",""
"Sunshine Duration","1978 April","Markree","Hours",""
"Sunshine Duration","1978 May","Malin Head","Hours","212.2"
"Sunshine Duration","1978 May","Claremorris","Hours","155.3"
"Sunshine Duration","1978 May","Valentia Observatory","Hours","174.1"
"Sunshine Duration","1978 May","Belmullet","Hours","189.8"
"Sunshine Duration","1978 May","Shannon Airport","Hours","164.9"
"Sunshine Duration","1978 May","Dublin Airport","Hours","190.1"
"Sunshine Duration","1978 May","Mullingar","Hours","176.1"
"Sunshine Duration","1978 May","Cork Airport","Hours","209.8"
"Sunshine Duration","1978 May","Casement","Hours","175.5"
"Sunshine Duration","1978 May","Phoenix Park","Hours",""
"Sunshine Duration","1978 May","Roches Point","Hours",""
"Sunshine Duration","1978 May","Markree","Hours",""
"Sunshine Duration","1978 June","Malin Head","Hours","134.8"
"Sunshine Duration","1978 June","Claremorris","Hours","110"
"Sunshine Duration","1978 June","Valentia Observatory","Hours","167.2"
"Sunshine Duration","1978 June","Belmullet","Hours","130.5"
"Sunshine Duration","1978 June","Shannon Airport","Hours","142.9"
"Sunshine Duration","1978 June","Dublin Airport","Hours","126.6"
"Sunshine Duration","1978 June","Mullingar","Hours","135.5"
"Sunshine Duration","1978 June","Cork Airport","Hours","160.2"
"Sunshine Duration","1978 June","Casement","Hours","130.5"
"Sunshine Duration","1978 June","Phoenix Park","Hours",""
"Sunshine Duration","1978 June","Roches Point","Hours",""
"Sunshine Duration","1978 June","Markree","Hours",""
"Sunshine Duration","1978 July","Malin Head","Hours","105.2"
"Sunshine Duration","1978 July","Claremorris","Hours","98.3"
"Sunshine Duration","1978 July","Valentia Observatory","Hours","102.7"
"Sunshine Duration","1978 July","Belmullet","Hours","113.4"
"Sunshine Duration","1978 July","Shannon Airport","Hours","89.9"
"Sunshine Duration","1978 July","Dublin Airport","Hours","134.7"
"Sunshine Duration","1978 July","Mullingar","Hours","110.8"
"Sunshine Duration","1978 July","Cork Airport","Hours","126.3"
"Sunshine Duration","1978 July","Casement","Hours","125.2"
"Sunshine Duration","1978 July","Phoenix Park","Hours",""
"Sunshine Duration","1978 July","Roches Point","Hours",""
"Sunshine Duration","1978 July","Markree","Hours",""
"Sunshine Duration","1978 August","Malin Head","Hours","81.6"
"Sunshine Duration","1978 August","Claremorris","Hours","112.2"
"Sunshine Duration","1978 August","Valentia Observatory","Hours","147.2"
"Sunshine Duration","1978 August","Belmullet","Hours","110.9"
"Sunshine Duration","1978 August","Shannon Airport","Hours","106.5"
"Sunshine Duration","1978 August","Dublin Airport","Hours","110.2"
"Sunshine Duration","1978 August","Mullingar","Hours","96.3"
"Sunshine Duration","1978 August","Cork Airport","Hours","138.3"
"Sunshine Duration","1978 August","Casement","Hours","92.1"
"Sunshine Duration","1978 August","Phoenix Park","Hours",""
"Sunshine Duration","1978 August","Roches Point","Hours",""
"Sunshine Duration","1978 August","Markree","Hours",""
"Sunshine Duration","1978 September","Malin Head","Hours","80.1"
"Sunshine Duration","1978 September","Claremorris","Hours","65.7"
"Sunshine Duration","1978 September","Valentia Observatory","Hours","111.4"
"Sunshine Duration","1978 September","Belmullet","Hours","78.9"
"Sunshine Duration","1978 September","Shannon Airport","Hours","103.3"
"Sunshine Duration","1978 September","Dublin Airport","Hours","115"
"Sunshine Duration","1978 September","Mullingar","Hours","85.9"
"Sunshine Duration","1978 September","Cork Airport","Hours","125.1"
"Sunshine Duration","1978 September","Casement","Hours","109"
"Sunshine Duration","1978 September","Phoenix Park","Hours",""
"Sunshine Duration","1978 September","Roches Point","Hours",""
"Sunshine Duration","1978 September","Markree","Hours",""
"Sunshine Duration","1978 October","Malin Head","Hours","66.6"
"Sunshine Duration","1978 October","Claremorris","Hours","63.1"
"Sunshine Duration","1978 October","Valentia Observatory","Hours","71"
"Sunshine Duration","1978 October","Belmullet","Hours","51.2"
"Sunshine Duration","1978 October","Shannon Airport","Hours","81"
"Sunshine Duration","1978 October","Dublin Airport","Hours","105.9"
"Sunshine Duration","1978 October","Mullingar","Hours","91.2"
"Sunshine Duration","1978 October","Cork Airport","Hours","76.7"
"Sunshine Duration","1978 October","Casement","Hours","87.9"
"Sunshine Duration","1978 October","Phoenix Park","Hours",""
"Sunshine Duration","1978 October","Roches Point","Hours",""
"Sunshine Duration","1978 October","Markree","Hours",""
"Sunshine Duration","1978 November","Malin Head","Hours","46.4"
"Sunshine Duration","1978 November","Claremorris","Hours","36.8"
"Sunshine Duration","1978 November","Valentia Observatory","Hours","31.6"
"Sunshine Duration","1978 November","Belmullet","Hours","35.3"
"Sunshine Duration","1978 November","Shannon Airport","Hours","40.4"
"Sunshine Duration","1978 November","Dublin Airport","Hours","68.2"
"Sunshine Duration","1978 November","Mullingar","Hours","55.7"
"Sunshine Duration","1978 November","Cork Airport","Hours","53.9"
"Sunshine Duration","1978 November","Casement","Hours","66.6"
"Sunshine Duration","1978 November","Phoenix Park","Hours",""
"Sunshine Duration","1978 November","Roches Point","Hours",""
"Sunshine Duration","1978 November","Markree","Hours",""
"Sunshine Duration","1978 December","Malin Head","Hours","32.7"
"Sunshine Duration","1978 December","Claremorris","Hours","37.3"
"Sunshine Duration","1978 December","Valentia Observatory","Hours","48.9"
"Sunshine Duration","1978 December","Belmullet","Hours","30.5"
"Sunshine Duration","1978 December","Shannon Airport","Hours","55"
"Sunshine Duration","1978 December","Dublin Airport","Hours","43.5"
"Sunshine Duration","1978 December","Mullingar","Hours","53.3"
"Sunshine Duration","1978 December","Cork Airport","Hours","59.4"
"Sunshine Duration","1978 December","Casement","Hours","47.7"
"Sunshine Duration","1978 December","Phoenix Park","Hours",""
"Sunshine Duration","1978 December","Roches Point","Hours",""
"Sunshine Duration","1978 December","Markree","Hours",""
"Sunshine Duration","1979 January","Malin Head","Hours","44.9"
"Sunshine Duration","1979 January","Claremorris","Hours","60.6"
"Sunshine Duration","1979 January","Valentia Observatory","Hours","47.2"
"Sunshine Duration","1979 January","Belmullet","Hours","54.2"
"Sunshine Duration","1979 January","Shannon Airport","Hours","63"
"Sunshine Duration","1979 January","Dublin Airport","Hours","77.9"
"Sunshine Duration","1979 January","Mullingar","Hours","70.5"
"Sunshine Duration","1979 January","Cork Airport","Hours","76.3"
"Sunshine Duration","1979 January","Casement","Hours","77.1"
"Sunshine Duration","1979 January","Phoenix Park","Hours",""
"Sunshine Duration","1979 January","Roches Point","Hours",""
"Sunshine Duration","1979 January","Markree","Hours",""
"Sunshine Duration","1979 February","Malin Head","Hours","66.3"
"Sunshine Duration","1979 February","Claremorris","Hours","44.8"
"Sunshine Duration","1979 February","Valentia Observatory","Hours","49.1"
"Sunshine Duration","1979 February","Belmullet","Hours","57.9"
"Sunshine Duration","1979 February","Shannon Airport","Hours","51.7"
"Sunshine Duration","1979 February","Dublin Airport","Hours","63"
"Sunshine Duration","1979 February","Mullingar","Hours","67.8"
"Sunshine Duration","1979 February","Cork Airport","Hours","55.4"
"Sunshine Duration","1979 February","Casement","Hours","64"
"Sunshine Duration","1979 February","Phoenix Park","Hours",""
"Sunshine Duration","1979 February","Roches Point","Hours",""
"Sunshine Duration","1979 February","Markree","Hours",""
"Sunshine Duration","1979 March","Malin Head","Hours","110.9"
"Sunshine Duration","1979 March","Claremorris","Hours","93.5"
"Sunshine Duration","1979 March","Valentia Observatory","Hours","87.6"
"Sunshine Duration","1979 March","Belmullet","Hours","112.5"
"Sunshine Duration","1979 March","Shannon Airport","Hours","103.6"
"Sunshine Duration","1979 March","Dublin Airport","Hours","100.4"
"Sunshine Duration","1979 March","Mullingar","Hours","106.7"
"Sunshine Duration","1979 March","Cork Airport","Hours","111.1"
"Sunshine Duration","1979 March","Casement","Hours","85"
"Sunshine Duration","1979 March","Phoenix Park","Hours",""
"Sunshine Duration","1979 March","Roches Point","Hours",""
"Sunshine Duration","1979 March","Markree","Hours",""
"Sunshine Duration","1979 April","Malin Head","Hours","127.1"
"Sunshine Duration","1979 April","Claremorris","Hours","110.4"
"Sunshine Duration","1979 April","Valentia Observatory","Hours","125.4"
"Sunshine Duration","1979 April","Belmullet","Hours","132.5"
"Sunshine Duration","1979 April","Shannon Airport","Hours","119.9"
"Sunshine Duration","1979 April","Dublin Airport","Hours","128.5"
"Sunshine Duration","1979 April","Mullingar","Hours","126.2"
"Sunshine Duration","1979 April","Cork Airport","Hours","139.3"
"Sunshine Duration","1979 April","Casement","Hours","107.3"
"Sunshine Duration","1979 April","Phoenix Park","Hours",""
"Sunshine Duration","1979 April","Roches Point","Hours",""
"Sunshine Duration","1979 April","Markree","Hours",""
"Sunshine Duration","1979 May","Malin Head","Hours","192.2"
"Sunshine Duration","1979 May","Claremorris","Hours","133.6"
"Sunshine Duration","1979 May","Valentia Observatory","Hours","178"
"Sunshine Duration","1979 May","Belmullet","Hours","188.5"
"Sunshine Duration","1979 May","Shannon Airport","Hours","159.5"
"Sunshine Duration","1979 May","Dublin Airport","Hours","167.6"
"Sunshine Duration","1979 May","Mullingar","Hours","164.8"
"Sunshine Duration","1979 May","Cork Airport","Hours","153.6"
"Sunshine Duration","1979 May","Casement","Hours","158.1"
"Sunshine Duration","1979 May","Phoenix Park","Hours",""
"Sunshine Duration","1979 May","Roches Point","Hours",""
"Sunshine Duration","1979 May","Markree","Hours",""
"Sunshine Duration","1979 June","Malin Head","Hours","150.4"
"Sunshine Duration","1979 June","Claremorris","Hours","117.3"
"Sunshine Duration","1979 June","Valentia Observatory","Hours","150.9"
"Sunshine Duration","1979 June","Belmullet","Hours","147"
"Sunshine Duration","1979 June","Shannon Airport","Hours","143"
"Sunshine Duration","1979 June","Dublin Airport","Hours","169.4"
"Sunshine Duration","1979 June","Mullingar","Hours","150.3"
"Sunshine Duration","1979 June","Cork Airport","Hours","130.1"
"Sunshine Duration","1979 June","Casement","Hours","150.8"
"Sunshine Duration","1979 June","Phoenix Park","Hours",""
"Sunshine Duration","1979 June","Roches Point","Hours",""
"Sunshine Duration","1979 June","Markree","Hours",""
"Sunshine Duration","1979 July","Malin Head","Hours","63.7"
"Sunshine Duration","1979 July","Claremorris","Hours","79.5"
"Sunshine Duration","1979 July","Valentia Observatory","Hours","80.9"
"Sunshine Duration","1979 July","Belmullet","Hours","61.2"
"Sunshine Duration","1979 July","Shannon Airport","Hours","95.2"
"Sunshine Duration","1979 July","Dublin Airport","Hours","150.7"
"Sunshine Duration","1979 July","Mullingar","Hours","116.3"
"Sunshine Duration","1979 July","Cork Airport","Hours","160.4"
"Sunshine Duration","1979 July","Casement","Hours","132.9"
"Sunshine Duration","1979 July","Phoenix Park","Hours",""
"Sunshine Duration","1979 July","Roches Point","Hours",""
"Sunshine Duration","1979 July","Markree","Hours",""
"Sunshine Duration","1979 August","Malin Head","Hours","131.7"
"Sunshine Duration","1979 August","Claremorris","Hours","99.3"
"Sunshine Duration","1979 August","Valentia Observatory","Hours","105.1"
"Sunshine Duration","1979 August","Belmullet","Hours","115.9"
"Sunshine Duration","1979 August","Shannon Airport","Hours","111.9"
"Sunshine Duration","1979 August","Dublin Airport","Hours","170.9"
"Sunshine Duration","1979 August","Mullingar","Hours","136.9"
"Sunshine Duration","1979 August","Cork Airport","Hours","132.2"
"Sunshine Duration","1979 August","Casement","Hours","145.1"
"Sunshine Duration","1979 August","Phoenix Park","Hours",""
"Sunshine Duration","1979 August","Roches Point","Hours",""
"Sunshine Duration","1979 August","Markree","Hours",""
"Sunshine Duration","1979 September","Malin Head","Hours","93.2"
"Sunshine Duration","1979 September","Claremorris","Hours","77.3"
"Sunshine Duration","1979 September","Valentia Observatory","Hours","91.2"
"Sunshine Duration","1979 September","Belmullet","Hours","87.4"
"Sunshine Duration","1979 September","Shannon Airport","Hours","83.1"
"Sunshine Duration","1979 September","Dublin Airport","Hours","131.2"
"Sunshine Duration","1979 September","Mullingar","Hours","105.3"
