"Statistic Label","Month","Meteorological Weather Station","UNIT","VALUE"
"Mean Wind Speed","1972 December","Casement","Knots","14.6"
"Mean Wind Speed","1972 December","Phoenix Park","Knots",""
"Mean Wind Speed","1972 December","Roches Point","Knots",""
"Mean Wind Speed","1972 December","Markree","Knots",""
"Mean Wind Speed","1973 January","Malin Head","Knots","14.6"
"Mean Wind Speed","1973 January","Claremorris","Knots","8"
"Mean Wind Speed","1973 January","Valentia Observatory","Knots","11.6"
"Mean Wind Speed","1973 January","Belmullet","Knots","12.1"
"Mean Wind Speed","1973 January","Shannon Airport","Knots","9.9"
"Mean Wind Speed","1973 January","Dublin Airport","Knots","12"
"Mean Wind Speed","1973 January","Mullingar","Knots","8.8"
"Mean Wind Speed","1973 January","Cork Airport","Knots","10.9"
"Mean Wind Speed","1973 January","Casement","Knots","12"
"Mean Wind Speed","1973 January","Phoenix Park","Knots",""
"Mean Wind Speed","1973 January","Roches Point","Knots",""
"Mean Wind Speed","1973 January","Markree","Knots",""
"Mean Wind Speed","1973 February","Malin Head","Knots","18.7"
"Mean Wind Speed","1973 February","Claremorris","Knots","9"
"Mean Wind Speed","1973 February","Valentia Observatory","Knots","12.5"
"Mean Wind Speed","1973 February","Belmullet","Knots","15.1"
"Mean Wind Speed","1973 February","Shannon Airport","Knots","12.2"
"Mean Wind Speed","1973 February","Dublin Airport","Knots","12.6"
"Mean Wind Speed","1973 February","Mullingar","Knots","10.9"
"Mean Wind Speed","1973 February","Cork Airport","Knots","10.9"
"Mean Wind Speed","1973 February","Casement","Knots","12.5"
"Mean Wind Speed","1973 February","Phoenix Park","Knots",""
"Mean Wind Speed","1973 February","Roches Point","Knots",""
"Mean Wind Speed","1973 February","Markree","Knots",""
"Mean Wind Speed","1973 March","Malin Head","Knots","15.4"
"Mean Wind Speed","1973 March","Claremorris","Knots","8.1"
"Mean Wind Speed","1973 March","Valentia Observatory","Knots","10.8"
"Mean Wind Speed","1973 March","Belmullet","Knots","12.4"
"Mean Wind Speed","1973 March","Shannon Airport","Knots","9.5"
"Mean Wind Speed","1973 March","Dublin Airport","Knots","9.3"
"Mean Wind Speed","1973 March","Mullingar","Knots","8.3"
"Mean Wind Speed","1973 March","Cork Airport","Knots","9.5"
"Mean Wind Speed","1973 March","Casement","Knots","9.7"
"Mean Wind Speed","1973 March","Phoenix Park","Knots",""
"Mean Wind Speed","1973 March","Roches Point","Knots",""
"Mean Wind Speed","1973 March","Markree","Knots",""
"Mean Wind Speed","1973 April","Malin Head","Knots","16.7"
"Mean Wind Speed","1973 April","Claremorris","Knots","9.3"
"Mean Wind Speed","1973 April","Valentia Observatory","Knots","11.8"
"Mean Wind Speed","1973 April","Belmullet","Knots","13"
"Mean Wind Speed","1973 April","Shannon Airport","Knots","10.3"
"Mean Wind Speed","1973 April","Dublin Airport","Knots","11.6"
"Mean Wind Speed","1973 April","Mullingar","Knots","10.2"
"Mean Wind Speed","1973 April","Cork Airport","Knots","10.9"
"Mean Wind Speed","1973 April","Casement","Knots","10.7"
"Mean Wind Speed","1973 April","Phoenix Park","Knots",""
"Mean Wind Speed","1973 April","Roches Point","Knots",""
"Mean Wind Speed","1973 April","Markree","Knots",""
"Mean Wind Speed","1973 May","Malin Head","Knots","15.8"
"Mean Wind Speed","1973 May","Claremorris","Knots","9"
"Mean Wind Speed","1973 May","Valentia Observatory","Knots","10.8"
"Mean Wind Speed","1973 May","Belmullet","Knots","11.7"
"Mean Wind Speed","1973 May","Shannon Airport","Knots","10.8"
"Mean Wind Speed","1973 May","Dublin Airport","Knots","10"
"Mean Wind Speed","1973 May","Mullingar","Knots","10"
"Mean Wind Speed","1973 May","Cork Airport","Knots","10.1"
"Mean Wind Speed","1973 May","Casement","Knots","10.2"
"Mean Wind Speed","1973 May","Phoenix Park","Knots",""
"Mean Wind Speed","1973 May","Roches Point","Knots",""
"Mean Wind Speed","1973 May","Markree","Knots",""
"Mean Wind Speed","1973 June","Malin Head","Knots","13"
"Mean Wind Speed","1973 June","Claremorris","Knots","7.3"
"Mean Wind Speed","1973 June","Valentia Observatory","Knots","9"
"Mean Wind Speed","1973 June","Belmullet","Knots","13.1"
"Mean Wind Speed","1973 June","Shannon Airport","Knots","9.1"
"Mean Wind Speed","1973 June","Dublin Airport","Knots","7.9"
"Mean Wind Speed","1973 June","Mullingar","Knots","7.5"
"Mean Wind Speed","1973 June","Cork Airport","Knots","8.1"
"Mean Wind Speed","1973 June","Casement","Knots","9.2"
"Mean Wind Speed","1973 June","Phoenix Park","Knots",""
"Mean Wind Speed","1973 June","Roches Point","Knots",""
"Mean Wind Speed","1973 June","Markree","Knots",""
"Mean Wind Speed","1973 July","Malin Head","Knots","11.4"
"Mean Wind Speed","1973 July","Claremorris","Knots","6"
"Mean Wind Speed","1973 July","Valentia Observatory","Knots","8"
"Mean Wind Speed","1973 July","Belmullet","Knots","11.2"
"Mean Wind Speed","1973 July","Shannon Airport","Knots","8.1"
"Mean Wind Speed","1973 July","Dublin Airport","Knots","7.6"
"Mean Wind Speed","1973 July","Mullingar","Knots","7"
"Mean Wind Speed","1973 July","Cork Airport","Knots","6.7"
"Mean Wind Speed","1973 July","Casement","Knots","8.7"
"Mean Wind Speed","1973 July","Phoenix Park","Knots",""
"Mean Wind Speed","1973 July","Roches Point","Knots",""
"Mean Wind Speed","1973 July","Markree","Knots",""
"Mean Wind Speed","1973 August","Malin Head","Knots","12.4"
"Mean Wind Speed","1973 August","Claremorris","Knots","5.3"
"Mean Wind Speed","1973 August","Valentia Observatory","Knots","8"
"Mean Wind Speed","1973 August","Belmullet","Knots","10.6"
"Mean Wind Speed","1973 August","Shannon Airport","Knots","8.4"
"Mean Wind Speed","1973 August","Dublin Airport","Knots","7"
"Mean Wind Speed","1973 August","Mullingar","Knots","6.2"
"Mean Wind Speed","1973 August","Cork Airport","Knots","6.9"
"Mean Wind Speed","1973 August","Casement","Knots","8.4"
"Mean Wind Speed","1973 August","Phoenix Park","Knots",""
"Mean Wind Speed","1973 August","Roches Point","Knots",""
"Mean Wind Speed","1973 August","Markree","Knots",""
"Mean Wind Speed","1973 September","Malin Head","Knots","13.9"
"Mean Wind Speed","1973 September","Claremorris","Knots","7.1"
"Mean Wind Speed","1973 September","Valentia Observatory","Knots","9.6"
"Mean Wind Speed","1973 September","Belmullet","Knots","12.3"
"Mean Wind Speed","1973 September","Shannon Airport","Knots","8.9"
"Mean Wind Speed","1973 September","Dublin Airport","Knots","7.7"
"Mean Wind Speed","1973 September","Mullingar","Knots","7"
"Mean Wind Speed","1973 September","Cork Airport","Knots","8.8"
"Mean Wind Speed","1973 September","Casement","Knots","9.2"
"Mean Wind Speed","1973 September","Phoenix Park","Knots",""
"Mean Wind Speed","1973 September","Roches Point","Knots",""
"Mean Wind Speed","1973 September","Markree","Knots",""
"Mean Wind Speed","1973 October","Malin Head","Knots","14.9"
"Mean Wind Speed","1973 October","Claremorris","Knots","7.1"
"Mean Wind Speed","1973 October","Valentia Observatory","Knots","9"
"Mean Wind Speed","1973 October","Belmullet","Knots","10.9"
"Mean Wind Speed","1973 October","Shannon Airport","Knots","8.5"
"Mean Wind Speed","1973 October","Dublin Airport","Knots","8.2"
"Mean Wind Speed","1973 October","Mullingar","Knots","6.3"
"Mean Wind Speed","1973 October","Cork Airport","Knots","9.2"
"Mean Wind Speed","1973 October","Casement","Knots","9"
"Mean Wind Speed","1973 October","Phoenix Park","Knots",""
"Mean Wind Speed","1973 October","Roches Point","Knots",""
"Mean Wind Speed","1973 October","Markree","Knots",""
"Mean Wind Speed","1973 November","Malin Head","Knots","18.4"
"Mean Wind Speed","1973 November","Claremorris","Knots","7.8"
"Mean Wind Speed","1973 November","Valentia Observatory","Knots","10.5"
"Mean Wind Speed","1973 November","Belmullet","Knots","11.6"
"Mean Wind Speed","1973 November","Shannon Airport","Knots","9.7"
"Mean Wind Speed","1973 November","Dublin Airport","Knots","9.6"
"Mean Wind Speed","1973 November","Mullingar","Knots","8.6"
"Mean Wind Speed","1973 November","Cork Airport","Knots","9.5"
"Mean Wind Speed","1973 November","Casement","Knots","11.7"
"Mean Wind Speed","1973 November","Phoenix Park","Knots",""
"Mean Wind Speed","1973 November","Roches Point","Knots",""
"Mean Wind Speed","1973 November","Markree","Knots",""
"Mean Wind Speed","1973 December","Malin Head","Knots","19.7"
"Mean Wind Speed","1973 December","Claremorris","Knots","8.6"
"Mean Wind Speed","1973 December","Valentia Observatory","Knots","11.6"
"Mean Wind Speed","1973 December","Belmullet","Knots","13.4"
"Mean Wind Speed","1973 December","Shannon Airport","Knots","10"
"Mean Wind Speed","1973 December","Dublin Airport","Knots","11.3"
"Mean Wind Speed","1973 December","Mullingar","Knots","9.4"
"Mean Wind Speed","1973 December","Cork Airport","Knots","10.3"
"Mean Wind Speed","1973 December","Casement","Knots","13.9"
"Mean Wind Speed","1973 December","Phoenix Park","Knots",""
"Mean Wind Speed","1973 December","Roches Point","Knots",""
"Mean Wind Speed","1973 December","Markree","Knots",""
"Mean Wind Speed","1974 January","Malin Head","Knots","24.4"
"Mean Wind Speed","1974 January","Claremorris","Knots","12.9"
"Mean Wind Speed","1974 January","Valentia Observatory","Knots","16.7"
"Mean Wind Speed","1974 January","Belmullet","Knots","19.9"
"Mean Wind Speed","1974 January","Shannon Airport","Knots","15.2"
"Mean Wind Speed","1974 January","Dublin Airport","Knots","14.6"
"Mean Wind Speed","1974 January","Mullingar","Knots","14.8"
"Mean Wind Speed","1974 January","Cork Airport","Knots","17.4"
"Mean Wind Speed","1974 January","Casement","Knots","19.9"
"Mean Wind Speed","1974 January","Phoenix Park","Knots",""
"Mean Wind Speed","1974 January","Roches Point","Knots",""
"Mean Wind Speed","1974 January","Markree","Knots",""
"Mean Wind Speed","1974 February","Malin Head","Knots","16.9"
"Mean Wind Speed","1974 February","Claremorris","Knots","8.7"
"Mean Wind Speed","1974 February","Valentia Observatory","Knots","11.6"
"Mean Wind Speed","1974 February","Belmullet","Knots","12.3"
"Mean Wind Speed","1974 February","Shannon Airport","Knots","10.2"
"Mean Wind Speed","1974 February","Dublin Airport","Knots","10.7"
"Mean Wind Speed","1974 February","Mullingar","Knots","9.4"
"Mean Wind Speed","1974 February","Cork Airport","Knots","10.3"
"Mean Wind Speed","1974 February","Casement","Knots","12.6"
"Mean Wind Speed","1974 February","Phoenix Park","Knots",""
"Mean Wind Speed","1974 February","Roches Point","Knots",""
"Mean Wind Speed","1974 February","Markree","Knots",""
"Mean Wind Speed","1974 March","Malin Head","Knots","15.2"
"Mean Wind Speed","1974 March","Claremorris","Knots","9.2"
"Mean Wind Speed","1974 March","Valentia Observatory","Knots","10.3"
"Mean Wind Speed","1974 March","Belmullet","Knots","11.3"
"Mean Wind Speed","1974 March","Shannon Airport","Knots","9.3"
"Mean Wind Speed","1974 March","Dublin Airport","Knots","9.6"
"Mean Wind Speed","1974 March","Mullingar","Knots","8.5"
"Mean Wind Speed","1974 March","Cork Airport","Knots","9.2"
"Mean Wind Speed","1974 March","Casement","Knots","10.2"
"Mean Wind Speed","1974 March","Phoenix Park","Knots",""
"Mean Wind Speed","1974 March","Roches Point","Knots",""
"Mean Wind Speed","1974 March","Markree","Knots",""
"Mean Wind Speed","1974 April","Malin Head","Knots","10"
"Mean Wind Speed","1974 April","Claremorris","Knots","7.7"
"Mean Wind Speed","1974 April","Valentia Observatory","Knots","6.6"
"Mean Wind Speed","1974 April","Belmullet","Knots","8.1"
"Mean Wind Speed","1974 April","Shannon Airport","Knots","7.5"
"Mean Wind Speed","1974 April","Dublin Airport","Knots","6"
"Mean Wind Speed","1974 April","Mullingar","Knots","6.1"
"Mean Wind Speed","1974 April","Cork Airport","Knots","7.3"
"Mean Wind Speed","1974 April","Casement","Knots","6.5"
"Mean Wind Speed","1974 April","Phoenix Park","Knots",""
"Mean Wind Speed","1974 April","Roches Point","Knots",""
"Mean Wind Speed","1974 April","Markree","Knots",""
"Mean Wind Speed","1974 May","Malin Head","Knots","16"
"Mean Wind Speed","1974 May","Claremorris","Knots","10.9"
"Mean Wind Speed","1974 May","Valentia Observatory","Knots","11.4"
"Mean Wind Speed","1974 May","Belmullet","Knots","13.5"
"Mean Wind Speed","1974 May","Shannon Airport","Knots","11.1"
"Mean Wind Speed","1974 May","Dublin Airport","Knots","10.1"
"Mean Wind Speed","1974 May","Mullingar","Knots","8.9"
"Mean Wind Speed","1974 May","Cork Airport","Knots","9.9"
"Mean Wind Speed","1974 May","Casement","Knots","9.8"
"Mean Wind Speed","1974 May","Phoenix Park","Knots",""
"Mean Wind Speed","1974 May","Roches Point","Knots",""
"Mean Wind Speed","1974 May","Markree","Knots",""
"Mean Wind Speed","1974 June","Malin Head","Knots","13.1"
"Mean Wind Speed","1974 June","Claremorris","Knots","9.9"
"Mean Wind Speed","1974 June","Valentia Observatory","Knots","9.1"
"Mean Wind Speed","1974 June","Belmullet","Knots","12"
"Mean Wind Speed","1974 June","Shannon Airport","Knots","10"
"Mean Wind Speed","1974 June","Dublin Airport","Knots","9"
"Mean Wind Speed","1974 June","Mullingar","Knots","7.8"
"Mean Wind Speed","1974 June","Cork Airport","Knots","8.4"
"Mean Wind Speed","1974 June","Casement","Knots","8.8"
"Mean Wind Speed","1974 June","Phoenix Park","Knots",""
"Mean Wind Speed","1974 June","Roches Point","Knots",""
"Mean Wind Speed","1974 June","Markree","Knots",""
"Mean Wind Speed","1974 July","Malin Head","Knots","15.3"
"Mean Wind Speed","1974 July","Claremorris","Knots","9.4"
"Mean Wind Speed","1974 July","Valentia Observatory","Knots","9.8"
"Mean Wind Speed","1974 July","Belmullet","Knots","13.1"
"Mean Wind Speed","1974 July","Shannon Airport","Knots","12"
"Mean Wind Speed","1974 July","Dublin Airport","Knots","10.7"
"Mean Wind Speed","1974 July","Mullingar","Knots","8.4"
"Mean Wind Speed","1974 July","Cork Airport","Knots","9.1"
"Mean Wind Speed","1974 July","Casement","Knots","11.3"
"Mean Wind Speed","1974 July","Phoenix Park","Knots",""
"Mean Wind Speed","1974 July","Roches Point","Knots",""
"Mean Wind Speed","1974 July","Markree","Knots",""
"Mean Wind Speed","1974 August","Malin Head","Knots","14.5"
"Mean Wind Speed","1974 August","Claremorris","Knots","8.8"
"Mean Wind Speed","1974 August","Valentia Observatory","Knots","9.9"
"Mean Wind Speed","1974 August","Belmullet","Knots","12.3"
"Mean Wind Speed","1974 August","Shannon Airport","Knots","9.8"
"Mean Wind Speed","1974 August","Dublin Airport","Knots","8.6"
"Mean Wind Speed","1974 August","Mullingar","Knots","7.9"
"Mean Wind Speed","1974 August","Cork Airport","Knots","8.8"
"Mean Wind Speed","1974 August","Casement","Knots","9.5"
"Mean Wind Speed","1974 August","Phoenix Park","Knots",""
"Mean Wind Speed","1974 August","Roches Point","Knots",""
"Mean Wind Speed","1974 August","Markree","Knots",""
"Mean Wind Speed","1974 September","Malin Head","Knots","16.2"
"Mean Wind Speed","1974 September","Claremorris","Knots","9"
"Mean Wind Speed","1974 September","Valentia Observatory","Knots","12.6"
"Mean Wind Speed","1974 September","Belmullet","Knots","12.4"
"Mean Wind Speed","1974 September","Shannon Airport","Knots","12"
"Mean Wind Speed","1974 September","Dublin Airport","Knots","10.5"
"Mean Wind Speed","1974 September","Mullingar","Knots","8.4"
"Mean Wind Speed","1974 September","Cork Airport","Knots","11.1"
"Mean Wind Speed","1974 September","Casement","Knots","11.2"
"Mean Wind Speed","1974 September","Phoenix Park","Knots",""
"Mean Wind Speed","1974 September","Roches Point","Knots",""
"Mean Wind Speed","1974 September","Markree","Knots",""
"Mean Wind Speed","1974 October","Malin Head","Knots","19.1"
"Mean Wind Speed","1974 October","Claremorris","Knots","8.7"
"Mean Wind Speed","1974 October","Valentia Observatory","Knots","10.5"
"Mean Wind Speed","1974 October","Belmullet","Knots","13.4"
"Mean Wind Speed","1974 October","Shannon Airport","Knots","10.1"
"Mean Wind Speed","1974 October","Dublin Airport","Knots","11.1"
"Mean Wind Speed","1974 October","Mullingar","Knots","7.8"
"Mean Wind Speed","1974 October","Cork Airport","Knots","10.2"
"Mean Wind Speed","1974 October","Casement","Knots","8.5"
"Mean Wind Speed","1974 October","Phoenix Park","Knots",""
"Mean Wind Speed","1974 October","Roches Point","Knots",""
"Mean Wind Speed","1974 October","Markree","Knots",""
"Mean Wind Speed","1974 November","Malin Head","Knots","17.9"
"Mean Wind Speed","1974 November","Claremorris","Knots","9.4"
"Mean Wind Speed","1974 November","Valentia Observatory","Knots","11.7"
"Mean Wind Speed","1974 November","Belmullet","Knots","12"
"Mean Wind Speed","1974 November","Shannon Airport","Knots","11"
"Mean Wind Speed","1974 November","Dublin Airport","Knots","12.3"
"Mean Wind Speed","1974 November","Mullingar","Knots","9.7"
"Mean Wind Speed","1974 November","Cork Airport","Knots","10.7"
"Mean Wind Speed","1974 November","Casement","Knots","12.4"
"Mean Wind Speed","1974 November","Phoenix Park","Knots",""
"Mean Wind Speed","1974 November","Roches Point","Knots",""
"Mean Wind Speed","1974 November","Markree","Knots",""
"Mean Wind Speed","1974 December","Malin Head","Knots","24.2"
"Mean Wind Speed","1974 December","Claremorris","Knots","15"
"Mean Wind Speed","1974 December","Valentia Observatory","Knots","17.1"
"Mean Wind Speed","1974 December","Belmullet","Knots","18.8"
"Mean Wind Speed","1974 December","Shannon Airport","Knots","16.6"
"Mean Wind Speed","1974 December","Dublin Airport","Knots","17.1"
"Mean Wind Speed","1974 December","Mullingar","Knots","15"
"Mean Wind Speed","1974 December","Cork Airport","Knots","15.1"
"Mean Wind Speed","1974 December","Casement","Knots","19.6"
"Mean Wind Speed","1974 December","Phoenix Park","Knots",""
"Mean Wind Speed","1974 December","Roches Point","Knots",""
"Mean Wind Speed","1974 December","Markree","Knots",""
"Mean Wind Speed","1975 January","Malin Head","Knots","21.8"
"Mean Wind Speed","1975 January","Claremorris","Knots","12.6"
"Mean Wind Speed","1975 January","Valentia Observatory","Knots","14.9"
"Mean Wind Speed","1975 January","Belmullet","Knots","19.3"
"Mean Wind Speed","1975 January","Shannon Airport","Knots","14.4"
"Mean Wind Speed","1975 January","Dublin Airport","Knots","15.1"
"Mean Wind Speed","1975 January","Mullingar","Knots","13.1"
"Mean Wind Speed","1975 January","Cork Airport","Knots","14"
"Mean Wind Speed","1975 January","Casement","Knots","17.1"
"Mean Wind Speed","1975 January","Phoenix Park","Knots",""
"Mean Wind Speed","1975 January","Roches Point","Knots",""
"Mean Wind Speed","1975 January","Markree","Knots",""
"Mean Wind Speed","1975 February","Malin Head","Knots","13.9"
"Mean Wind Speed","1975 February","Claremorris","Knots","8.7"
"Mean Wind Speed","1975 February","Valentia Observatory","Knots","12.5"
"Mean Wind Speed","1975 February","Belmullet","Knots","13"
"Mean Wind Speed","1975 February","Shannon Airport","Knots","10.8"
"Mean Wind Speed","1975 February","Dublin Airport","Knots","9.1"
"Mean Wind Speed","1975 February","Mullingar","Knots","9.1"
"Mean Wind Speed","1975 February","Cork Airport","Knots","11.8"
"Mean Wind Speed","1975 February","Casement","Knots","8.1"
"Mean Wind Speed","1975 February","Phoenix Park","Knots",""
"Mean Wind Speed","1975 February","Roches Point","Knots",""
"Mean Wind Speed","1975 February","Markree","Knots",""
"Mean Wind Speed","1975 March","Malin Head","Knots","15.6"
"Mean Wind Speed","1975 March","Claremorris","Knots","7.5"
"Mean Wind Speed","1975 March","Valentia Observatory","Knots","10.3"
"Mean Wind Speed","1975 March","Belmullet","Knots","11.3"
"Mean Wind Speed","1975 March","Shannon Airport","Knots","9.1"
"Mean Wind Speed","1975 March","Dublin Airport","Knots","10.7"
"Mean Wind Speed","1975 March","Mullingar","Knots","8.9"
"Mean Wind Speed","1975 March","Cork Airport","Knots","9.5"
"Mean Wind Speed","1975 March","Casement","Knots","9.3"
"Mean Wind Speed","1975 March","Phoenix Park","Knots",""
"Mean Wind Speed","1975 March","Roches Point","Knots",""
"Mean Wind Speed","1975 March","Markree","Knots",""
"Mean Wind Speed","1975 April","Malin Head","Knots","15"
"Mean Wind Speed","1975 April","Claremorris","Knots","8.1"
"Mean Wind Speed","1975 April","Valentia Observatory","Knots","10.2"
"Mean Wind Speed","1975 April","Belmullet","Knots","12.9"
"Mean Wind Speed","1975 April","Shannon Airport","Knots","9.7"
"Mean Wind Speed","1975 April","Dublin Airport","Knots","9.7"
"Mean Wind Speed","1975 April","Mullingar","Knots","9.7"
"Mean Wind Speed","1975 April","Cork Airport","Knots","9.8"
"Mean Wind Speed","1975 April","Casement","Knots","10.1"
"Mean Wind Speed","1975 April","Phoenix Park","Knots",""
"Mean Wind Speed","1975 April","Roches Point","Knots",""
"Mean Wind Speed","1975 April","Markree","Knots",""
"Mean Wind Speed","1975 May","Malin Head","Knots","11.6"
"Mean Wind Speed","1975 May","Claremorris","Knots","6.4"
"Mean Wind Speed","1975 May","Valentia Observatory","Knots","7.4"
"Mean Wind Speed","1975 May","Belmullet","Knots","11.3"
"Mean Wind Speed","1975 May","Shannon Airport","Knots","7.8"
"Mean Wind Speed","1975 May","Dublin Airport","Knots","7.1"
"Mean Wind Speed","1975 May","Mullingar","Knots","6.9"
"Mean Wind Speed","1975 May","Cork Airport","Knots","7.6"
"Mean Wind Speed","1975 May","Casement","Knots","6.4"
"Mean Wind Speed","1975 May","Phoenix Park","Knots",""
"Mean Wind Speed","1975 May","Roches Point","Knots",""
"Mean Wind Speed","1975 May","Markree","Knots",""
"Mean Wind Speed","1975 June","Malin Head","Knots","12.8"
"Mean Wind Speed","1975 June","Claremorris","Knots","7.6"
"Mean Wind Speed","1975 June","Valentia Observatory","Knots","8.4"
"Mean Wind Speed","1975 June","Belmullet","Knots","10.6"
"Mean Wind Speed","1975 June","Shannon Airport","Knots","8.2"
"Mean Wind Speed","1975 June","Dublin Airport","Knots","6.7"
"Mean Wind Speed","1975 June","Mullingar","Knots","7.6"
"Mean Wind Speed","1975 June","Cork Airport","Knots","8.4"
"Mean Wind Speed","1975 June","Casement","Knots","7.8"
"Mean Wind Speed","1975 June","Phoenix Park","Knots",""
"Mean Wind Speed","1975 June","Roches Point","Knots",""
"Mean Wind Speed","1975 June","Markree","Knots",""
"Mean Wind Speed","1975 July","Malin Head","Knots","11.4"
"Mean Wind Speed","1975 July","Claremorris","Knots","7.5"
"Mean Wind Speed","1975 July","Valentia Observatory","Knots","8.3"
"Mean Wind Speed","1975 July","Belmullet","Knots","11.1"
"Mean Wind Speed","1975 July","Shannon Airport","Knots","8.5"
"Mean Wind Speed","1975 July","Dublin Airport","Knots","8.6"
"Mean Wind Speed","1975 July","Mullingar","Knots","8.5"
"Mean Wind Speed","1975 July","Cork Airport","Knots","9"
"Mean Wind Speed","1975 July","Casement","Knots","8.8"
"Mean Wind Speed","1975 July","Phoenix Park","Knots",""
"Mean Wind Speed","1975 July","Roches Point","Knots",""
"Mean Wind Speed","1975 July","Markree","Knots",""
"Mean Wind Speed","1975 August","Malin Head","Knots","11.5"
"Mean Wind Speed","1975 August","Claremorris","Knots","6"
"Mean Wind Speed","1975 August","Valentia Observatory","Knots","7.8"
"Mean Wind Speed","1975 August","Belmullet","Knots","9.7"
"Mean Wind Speed","1975 August","Shannon Airport","Knots","6.7"
"Mean Wind Speed","1975 August","Dublin Airport","Knots","6.9"
"Mean Wind Speed","1975 August","Mullingar","Knots","7.3"
"Mean Wind Speed","1975 August","Cork Airport","Knots","7.7"
"Mean Wind Speed","1975 August","Casement","Knots","6.8"
"Mean Wind Speed","1975 August","Phoenix Park","Knots",""
"Mean Wind Speed","1975 August","Roches Point","Knots",""
"Mean Wind Speed","1975 August","Markree","Knots",""
"Mean Wind Speed","1975 September","Malin Head","Knots","17.2"
"Mean Wind Speed","1975 September","Claremorris","Knots","8.2"
"Mean Wind Speed","1975 September","Valentia Observatory","Knots","10.5"
"Mean Wind Speed","1975 September","Belmullet","Knots","14"
"Mean Wind Speed","1975 September","Shannon Airport","Knots","9.5"
"Mean Wind Speed","1975 September","Dublin Airport","Knots","9.9"
"Mean Wind Speed","1975 September","Mullingar","Knots","9.4"
"Mean Wind Speed","1975 September","Cork Airport","Knots","9.9"
"Mean Wind Speed","1975 September","Casement","Knots","12.1"
"Mean Wind Speed","1975 September","Phoenix Park","Knots",""
"Mean Wind Speed","1975 September","Roches Point","Knots",""
"Mean Wind Speed","1975 September","Markree","Knots",""
"Mean Wind Speed","1975 October","Malin Head","Knots","17.1"
"Mean Wind Speed","1975 October","Claremorris","Knots","9.1"
"Mean Wind Speed","1975 October","Valentia Observatory","Knots","13.6"
"Mean Wind Speed","1975 October","Belmullet","Knots","14.7"
"Mean Wind Speed","1975 October","Shannon Airport","Knots","11.9"
"Mean Wind Speed","1975 October","Dublin Airport","Knots","9.3"
"Mean Wind Speed","1975 October","Mullingar","Knots","10.3"
"Mean Wind Speed","1975 October","Cork Airport","Knots","12"
"Mean Wind Speed","1975 October","Casement","Knots","10.6"
"Mean Wind Speed","1975 October","Phoenix Park","Knots",""
"Mean Wind Speed","1975 October","Roches Point","Knots",""
"Mean Wind Speed","1975 October","Markree","Knots",""
"Mean Wind Speed","1975 November","Malin Head","Knots","17"
"Mean Wind Speed","1975 November","Claremorris","Knots","6.9"
"Mean Wind Speed","1975 November","Valentia Observatory","Knots","10.5"
"Mean Wind Speed","1975 November","Belmullet","Knots","11.8"
"Mean Wind Speed","1975 November","Shannon Airport","Knots","9.2"
"Mean Wind Speed","1975 November","Dublin Airport","Knots","9.7"
"Mean Wind Speed","1975 November","Mullingar","Knots","8.1"
"Mean Wind Speed","1975 November","Cork Airport","Knots","9.4"
"Mean Wind Speed","1975 November","Casement","Knots","11.2"
"Mean Wind Speed","1975 November","Phoenix Park","Knots",""
"Mean Wind Speed","1975 November","Roches Point","Knots",""
"Mean Wind Speed","1975 November","Markree","Knots",""
"Mean Wind Speed","1975 December","Malin Head","Knots","18.6"
"Mean Wind Speed","1975 December","Claremorris","Knots","6.2"
"Mean Wind Speed","1975 December","Valentia Observatory","Knots","9.2"
"Mean Wind Speed","1975 December","Belmullet","Knots","12.2"
"Mean Wind Speed","1975 December","Shannon Airport","Knots","6.8"
"Mean Wind Speed","1975 December","Dublin Airport","Knots","10.5"
"Mean Wind Speed","1975 December","Mullingar","Knots","8.6"
"Mean Wind Speed","1975 December","Cork Airport","Knots","9.4"
"Mean Wind Speed","1975 December","Casement","Knots","11.7"
"Mean Wind Speed","1975 December","Phoenix Park","Knots",""
"Mean Wind Speed","1975 December","Roches Point","Knots",""
"Mean Wind Speed","1975 December","Markree","Knots",""
"Mean Wind Speed","1976 January","Malin Head","Knots","22.9"
"Mean Wind Speed","1976 January","Claremorris","Knots","11.5"
"Mean Wind Speed","1976 January","Valentia Observatory","Knots","14.1"
"Mean Wind Speed","1976 January","Belmullet","Knots","16.5"
"Mean Wind Speed","1976 January","Shannon Airport","Knots","13.2"
"Mean Wind Speed","1976 January","Dublin Airport","Knots","15.3"
"Mean Wind Speed","1976 January","Mullingar","Knots","13.6"
"Mean Wind Speed","1976 January","Cork Airport","Knots","12.8"
"Mean Wind Speed","1976 January","Casement","Knots","17.4"
"Mean Wind Speed","1976 January","Phoenix Park","Knots",""
"Mean Wind Speed","1976 January","Roches Point","Knots",""
"Mean Wind Speed","1976 January","Markree","Knots",""
"Mean Wind Speed","1976 February","Malin Head","Knots","17.6"
"Mean Wind Speed","1976 February","Claremorris","Knots","9.3"
"Mean Wind Speed","1976 February","Valentia Observatory","Knots","12.5"
"Mean Wind Speed","1976 February","Belmullet","Knots","14.2"
"Mean Wind Speed","1976 February","Shannon Airport","Knots","10.1"
"Mean Wind Speed","1976 February","Dublin Airport","Knots","10.1"
"Mean Wind Speed","1976 February","Mullingar","Knots","10.1"
"Mean Wind Speed","1976 February","Cork Airport","Knots","10.8"
