"Statistic Label","Month","Meteorological Weather Station","UNIT","VALUE"
"Mean Minimum Temperature","1977 October","Roches Point","Degrees C",""
"Mean Minimum Temperature","1977 October","Markree","Degrees C",""
"Mean Minimum Temperature","1977 November","Malin Head","Degrees C","3.8"
"Mean Minimum Temperature","1977 November","Claremorris","Degrees C","1.9"
"Mean Minimum Temperature","1977 November","Valentia Observatory","Degrees C","5.1"
"Mean Minimum Temperature","1977 November","Belmullet","Degrees C","4"
"Mean Minimum Temperature","1977 November","Shannon Airport","Degrees C","3.3"
"Mean Minimum Temperature","1977 November","Dublin Airport","Degrees C","3"
"Mean Minimum Temperature","1977 November","Mullingar","Degrees C","1.3"
"Mean Minimum Temperature","1977 November","Cork Airport","Degrees C","3.1"
"Mean Minimum Temperature","1977 November","Casement","Degrees C","1.7"
"Mean Minimum Temperature","1977 November","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1977 November","Roches Point","Degrees C",""
"Mean Minimum Temperature","1977 November","Markree","Degrees C",""
"Mean Minimum Temperature","1977 December","Malin Head","Degrees C","5.3"
"Mean Minimum Temperature","1977 December","Claremorris","Degrees C","4.8"
"Mean Minimum Temperature","1977 December","Valentia Observatory","Degrees C","6.7"
"Mean Minimum Temperature","1977 December","Belmullet","Degrees C","5.8"
"Mean Minimum Temperature","1977 December","Shannon Airport","Degrees C","6.1"
"Mean Minimum Temperature","1977 December","Dublin Airport","Degrees C","5.6"
"Mean Minimum Temperature","1977 December","Mullingar","Degrees C","4.1"
"Mean Minimum Temperature","1977 December","Cork Airport","Degrees C","5.6"
"Mean Minimum Temperature","1977 December","Casement","Degrees C","4.7"
"Mean Minimum Temperature","1977 December","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1977 December","Roches Point","Degrees C",""
"Mean Minimum Temperature","1977 December","Markree","Degrees C",""
"Mean Minimum Temperature","1978 January","Malin Head","Degrees C","2.5"
"Mean Minimum Temperature","1978 January","Claremorris","Degrees C","1.3"
"Mean Minimum Temperature","1978 January","Valentia Observatory","Degrees C","3.1"
"Mean Minimum Temperature","1978 January","Belmullet","Degrees C","3.2"
"Mean Minimum Temperature","1978 January","Shannon Airport","Degrees C","2.3"
"Mean Minimum Temperature","1978 January","Dublin Airport","Degrees C","1.6"
"Mean Minimum Temperature","1978 January","Mullingar","Degrees C","0.5"
"Mean Minimum Temperature","1978 January","Cork Airport","Degrees C","1.7"
"Mean Minimum Temperature","1978 January","Casement","Degrees C","1"
"Mean Minimum Temperature","1978 January","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 January","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 January","Markree","Degrees C",""
"Mean Minimum Temperature","1978 February","Malin Head","Degrees C","2.4"
"Mean Minimum Temperature","1978 February","Claremorris","Degrees C","0.6"
"Mean Minimum Temperature","1978 February","Valentia Observatory","Degrees C","3.1"
"Mean Minimum Temperature","1978 February","Belmullet","Degrees C","2"
"Mean Minimum Temperature","1978 February","Shannon Airport","Degrees C","2"
"Mean Minimum Temperature","1978 February","Dublin Airport","Degrees C","1.6"
"Mean Minimum Temperature","1978 February","Mullingar","Degrees C","0.5"
"Mean Minimum Temperature","1978 February","Cork Airport","Degrees C","1.6"
"Mean Minimum Temperature","1978 February","Casement","Degrees C","1"
"Mean Minimum Temperature","1978 February","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 February","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 February","Markree","Degrees C",""
"Mean Minimum Temperature","1978 March","Malin Head","Degrees C","3.6"
"Mean Minimum Temperature","1978 March","Claremorris","Degrees C","3"
"Mean Minimum Temperature","1978 March","Valentia Observatory","Degrees C","4.6"
"Mean Minimum Temperature","1978 March","Belmullet","Degrees C","4"
"Mean Minimum Temperature","1978 March","Shannon Airport","Degrees C","4"
"Mean Minimum Temperature","1978 March","Dublin Airport","Degrees C","3.3"
"Mean Minimum Temperature","1978 March","Mullingar","Degrees C","2.2"
"Mean Minimum Temperature","1978 March","Cork Airport","Degrees C","3"
"Mean Minimum Temperature","1978 March","Casement","Degrees C","2.5"
"Mean Minimum Temperature","1978 March","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 March","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 March","Markree","Degrees C",""
"Mean Minimum Temperature","1978 April","Malin Head","Degrees C","4.3"
"Mean Minimum Temperature","1978 April","Claremorris","Degrees C","3"
"Mean Minimum Temperature","1978 April","Valentia Observatory","Degrees C","4.8"
"Mean Minimum Temperature","1978 April","Belmullet","Degrees C","4.2"
"Mean Minimum Temperature","1978 April","Shannon Airport","Degrees C","4.5"
"Mean Minimum Temperature","1978 April","Dublin Airport","Degrees C","3.7"
"Mean Minimum Temperature","1978 April","Mullingar","Degrees C","2.4"
"Mean Minimum Temperature","1978 April","Cork Airport","Degrees C","3.5"
"Mean Minimum Temperature","1978 April","Casement","Degrees C","2.3"
"Mean Minimum Temperature","1978 April","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 April","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 April","Markree","Degrees C",""
"Mean Minimum Temperature","1978 May","Malin Head","Degrees C","7.5"
"Mean Minimum Temperature","1978 May","Claremorris","Degrees C","6.2"
"Mean Minimum Temperature","1978 May","Valentia Observatory","Degrees C","7.3"
"Mean Minimum Temperature","1978 May","Belmullet","Degrees C","7.1"
"Mean Minimum Temperature","1978 May","Shannon Airport","Degrees C","7.8"
"Mean Minimum Temperature","1978 May","Dublin Airport","Degrees C","7.6"
"Mean Minimum Temperature","1978 May","Mullingar","Degrees C","5.8"
"Mean Minimum Temperature","1978 May","Cork Airport","Degrees C","7.3"
"Mean Minimum Temperature","1978 May","Casement","Degrees C","6.1"
"Mean Minimum Temperature","1978 May","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 May","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 May","Markree","Degrees C",""
"Mean Minimum Temperature","1978 June","Malin Head","Degrees C","10"
"Mean Minimum Temperature","1978 June","Claremorris","Degrees C","7.7"
"Mean Minimum Temperature","1978 June","Valentia Observatory","Degrees C","9.8"
"Mean Minimum Temperature","1978 June","Belmullet","Degrees C","9.4"
"Mean Minimum Temperature","1978 June","Shannon Airport","Degrees C","9.8"
"Mean Minimum Temperature","1978 June","Dublin Airport","Degrees C","8.9"
"Mean Minimum Temperature","1978 June","Mullingar","Degrees C","7.6"
"Mean Minimum Temperature","1978 June","Cork Airport","Degrees C","8.4"
"Mean Minimum Temperature","1978 June","Casement","Degrees C","8"
"Mean Minimum Temperature","1978 June","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 June","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 June","Markree","Degrees C",""
"Mean Minimum Temperature","1978 July","Malin Head","Degrees C","10.8"
"Mean Minimum Temperature","1978 July","Claremorris","Degrees C","10.4"
"Mean Minimum Temperature","1978 July","Valentia Observatory","Degrees C","11.1"
"Mean Minimum Temperature","1978 July","Belmullet","Degrees C","11.2"
"Mean Minimum Temperature","1978 July","Shannon Airport","Degrees C","11.7"
"Mean Minimum Temperature","1978 July","Dublin Airport","Degrees C","10.5"
"Mean Minimum Temperature","1978 July","Mullingar","Degrees C","9.8"
"Mean Minimum Temperature","1978 July","Cork Airport","Degrees C","10.5"
"Mean Minimum Temperature","1978 July","Casement","Degrees C","10"
"Mean Minimum Temperature","1978 July","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 July","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 July","Markree","Degrees C",""
"Mean Minimum Temperature","1978 August","Malin Head","Degrees C","11.7"
"Mean Minimum Temperature","1978 August","Claremorris","Degrees C","10.2"
"Mean Minimum Temperature","1978 August","Valentia Observatory","Degrees C","11.5"
"Mean Minimum Temperature","1978 August","Belmullet","Degrees C","11.1"
"Mean Minimum Temperature","1978 August","Shannon Airport","Degrees C","12.1"
"Mean Minimum Temperature","1978 August","Dublin Airport","Degrees C","11.2"
"Mean Minimum Temperature","1978 August","Mullingar","Degrees C","9.7"
"Mean Minimum Temperature","1978 August","Cork Airport","Degrees C","10.8"
"Mean Minimum Temperature","1978 August","Casement","Degrees C","10.6"
"Mean Minimum Temperature","1978 August","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 August","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 August","Markree","Degrees C",""
"Mean Minimum Temperature","1978 September","Malin Head","Degrees C","11"
"Mean Minimum Temperature","1978 September","Claremorris","Degrees C","10.2"
"Mean Minimum Temperature","1978 September","Valentia Observatory","Degrees C","11.1"
"Mean Minimum Temperature","1978 September","Belmullet","Degrees C","11.7"
"Mean Minimum Temperature","1978 September","Shannon Airport","Degrees C","11.4"
"Mean Minimum Temperature","1978 September","Dublin Airport","Degrees C","10.4"
"Mean Minimum Temperature","1978 September","Mullingar","Degrees C","9.3"
"Mean Minimum Temperature","1978 September","Cork Airport","Degrees C","10.2"
"Mean Minimum Temperature","1978 September","Casement","Degrees C","9.5"
"Mean Minimum Temperature","1978 September","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 September","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 September","Markree","Degrees C",""
"Mean Minimum Temperature","1978 October","Malin Head","Degrees C","10.2"
"Mean Minimum Temperature","1978 October","Claremorris","Degrees C","8.8"
"Mean Minimum Temperature","1978 October","Valentia Observatory","Degrees C","9.8"
"Mean Minimum Temperature","1978 October","Belmullet","Degrees C","10.1"
"Mean Minimum Temperature","1978 October","Shannon Airport","Degrees C","10.3"
"Mean Minimum Temperature","1978 October","Dublin Airport","Degrees C","9.2"
"Mean Minimum Temperature","1978 October","Mullingar","Degrees C","8.3"
"Mean Minimum Temperature","1978 October","Cork Airport","Degrees C","9.1"
"Mean Minimum Temperature","1978 October","Casement","Degrees C","8.5"
"Mean Minimum Temperature","1978 October","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 October","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 October","Markree","Degrees C",""
"Mean Minimum Temperature","1978 November","Malin Head","Degrees C","6.4"
"Mean Minimum Temperature","1978 November","Claremorris","Degrees C","5"
"Mean Minimum Temperature","1978 November","Valentia Observatory","Degrees C","8.6"
"Mean Minimum Temperature","1978 November","Belmullet","Degrees C","6.7"
"Mean Minimum Temperature","1978 November","Shannon Airport","Degrees C","7.2"
"Mean Minimum Temperature","1978 November","Dublin Airport","Degrees C","6.2"
"Mean Minimum Temperature","1978 November","Mullingar","Degrees C","4.5"
"Mean Minimum Temperature","1978 November","Cork Airport","Degrees C","6.6"
"Mean Minimum Temperature","1978 November","Casement","Degrees C","5.5"
"Mean Minimum Temperature","1978 November","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 November","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 November","Markree","Degrees C",""
"Mean Minimum Temperature","1978 December","Malin Head","Degrees C","3.4"
"Mean Minimum Temperature","1978 December","Claremorris","Degrees C","2.6"
"Mean Minimum Temperature","1978 December","Valentia Observatory","Degrees C","4.4"
"Mean Minimum Temperature","1978 December","Belmullet","Degrees C","3.9"
"Mean Minimum Temperature","1978 December","Shannon Airport","Degrees C","3.9"
"Mean Minimum Temperature","1978 December","Dublin Airport","Degrees C","3.9"
"Mean Minimum Temperature","1978 December","Mullingar","Degrees C","1.9"
"Mean Minimum Temperature","1978 December","Cork Airport","Degrees C","3.5"
"Mean Minimum Temperature","1978 December","Casement","Degrees C","2.8"
"Mean Minimum Temperature","1978 December","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1978 December","Roches Point","Degrees C",""
"Mean Minimum Temperature","1978 December","Markree","Degrees C",""
"Mean Minimum Temperature","1979 January","Malin Head","Degrees C","1.1"
"Mean Minimum Temperature","1979 January","Claremorris","Degrees C","-1.5"
"Mean Minimum Temperature","1979 January","Valentia Observatory","Degrees C","2.3"
"Mean Minimum Temperature","1979 January","Belmullet","Degrees C","1"
"Mean Minimum Temperature","1979 January","Shannon Airport","Degrees C","0.2"
"Mean Minimum Temperature","1979 January","Dublin Airport","Degrees C","-0.4"
"Mean Minimum Temperature","1979 January","Mullingar","Degrees C","-2.1"
"Mean Minimum Temperature","1979 January","Cork Airport","Degrees C","0"
"Mean Minimum Temperature","1979 January","Casement","Degrees C","-1.2"
"Mean Minimum Temperature","1979 January","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 January","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 January","Markree","Degrees C",""
"Mean Minimum Temperature","1979 February","Malin Head","Degrees C","2"
"Mean Minimum Temperature","1979 February","Claremorris","Degrees C","-0.4"
"Mean Minimum Temperature","1979 February","Valentia Observatory","Degrees C","2.4"
"Mean Minimum Temperature","1979 February","Belmullet","Degrees C","1.6"
"Mean Minimum Temperature","1979 February","Shannon Airport","Degrees C","1"
"Mean Minimum Temperature","1979 February","Dublin Airport","Degrees C","1"
"Mean Minimum Temperature","1979 February","Mullingar","Degrees C","-0.6"
"Mean Minimum Temperature","1979 February","Cork Airport","Degrees C","0.8"
"Mean Minimum Temperature","1979 February","Casement","Degrees C","0.2"
"Mean Minimum Temperature","1979 February","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 February","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 February","Markree","Degrees C",""
"Mean Minimum Temperature","1979 March","Malin Head","Degrees C","2.2"
"Mean Minimum Temperature","1979 March","Claremorris","Degrees C","0.7"
"Mean Minimum Temperature","1979 March","Valentia Observatory","Degrees C","3.3"
"Mean Minimum Temperature","1979 March","Belmullet","Degrees C","2.2"
"Mean Minimum Temperature","1979 March","Shannon Airport","Degrees C","2.3"
"Mean Minimum Temperature","1979 March","Dublin Airport","Degrees C","1.4"
"Mean Minimum Temperature","1979 March","Mullingar","Degrees C","0.5"
"Mean Minimum Temperature","1979 March","Cork Airport","Degrees C","1.5"
"Mean Minimum Temperature","1979 March","Casement","Degrees C","1"
"Mean Minimum Temperature","1979 March","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 March","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 March","Markree","Degrees C",""
"Mean Minimum Temperature","1979 April","Malin Head","Degrees C","4.1"
"Mean Minimum Temperature","1979 April","Claremorris","Degrees C","3.1"
"Mean Minimum Temperature","1979 April","Valentia Observatory","Degrees C","5"
"Mean Minimum Temperature","1979 April","Belmullet","Degrees C","4.4"
"Mean Minimum Temperature","1979 April","Shannon Airport","Degrees C","4.2"
"Mean Minimum Temperature","1979 April","Dublin Airport","Degrees C","4"
"Mean Minimum Temperature","1979 April","Mullingar","Degrees C","3.1"
"Mean Minimum Temperature","1979 April","Cork Airport","Degrees C","3.6"
"Mean Minimum Temperature","1979 April","Casement","Degrees C","3.3"
"Mean Minimum Temperature","1979 April","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 April","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 April","Markree","Degrees C",""
"Mean Minimum Temperature","1979 May","Malin Head","Degrees C","5"
"Mean Minimum Temperature","1979 May","Claremorris","Degrees C","4.1"
"Mean Minimum Temperature","1979 May","Valentia Observatory","Degrees C","6.1"
"Mean Minimum Temperature","1979 May","Belmullet","Degrees C","5"
"Mean Minimum Temperature","1979 May","Shannon Airport","Degrees C","6.1"
"Mean Minimum Temperature","1979 May","Dublin Airport","Degrees C","5.1"
"Mean Minimum Temperature","1979 May","Mullingar","Degrees C","4"
"Mean Minimum Temperature","1979 May","Cork Airport","Degrees C","5.2"
"Mean Minimum Temperature","1979 May","Casement","Degrees C","4.3"
"Mean Minimum Temperature","1979 May","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 May","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 May","Markree","Degrees C",""
"Mean Minimum Temperature","1979 June","Malin Head","Degrees C","8.9"
"Mean Minimum Temperature","1979 June","Claremorris","Degrees C","8.7"
"Mean Minimum Temperature","1979 June","Valentia Observatory","Degrees C","10.2"
"Mean Minimum Temperature","1979 June","Belmullet","Degrees C","9.5"
"Mean Minimum Temperature","1979 June","Shannon Airport","Degrees C","10.6"
"Mean Minimum Temperature","1979 June","Dublin Airport","Degrees C","9.9"
"Mean Minimum Temperature","1979 June","Mullingar","Degrees C","8.5"
"Mean Minimum Temperature","1979 June","Cork Airport","Degrees C","9"
"Mean Minimum Temperature","1979 June","Casement","Degrees C","8.9"
"Mean Minimum Temperature","1979 June","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 June","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 June","Markree","Degrees C",""
"Mean Minimum Temperature","1979 July","Malin Head","Degrees C","11.3"
"Mean Minimum Temperature","1979 July","Claremorris","Degrees C","10.6"
"Mean Minimum Temperature","1979 July","Valentia Observatory","Degrees C","11.8"
"Mean Minimum Temperature","1979 July","Belmullet","Degrees C","11.6"
"Mean Minimum Temperature","1979 July","Shannon Airport","Degrees C","12.7"
"Mean Minimum Temperature","1979 July","Dublin Airport","Degrees C","11.8"
"Mean Minimum Temperature","1979 July","Mullingar","Degrees C","10.5"
"Mean Minimum Temperature","1979 July","Cork Airport","Degrees C","11.1"
"Mean Minimum Temperature","1979 July","Casement","Degrees C","10.8"
"Mean Minimum Temperature","1979 July","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 July","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 July","Markree","Degrees C",""
"Mean Minimum Temperature","1979 August","Malin Head","Degrees C","10.6"
"Mean Minimum Temperature","1979 August","Claremorris","Degrees C","9.2"
"Mean Minimum Temperature","1979 August","Valentia Observatory","Degrees C","11.4"
"Mean Minimum Temperature","1979 August","Belmullet","Degrees C","10.8"
"Mean Minimum Temperature","1979 August","Shannon Airport","Degrees C","11.3"
"Mean Minimum Temperature","1979 August","Dublin Airport","Degrees C","10.3"
"Mean Minimum Temperature","1979 August","Mullingar","Degrees C","8.7"
"Mean Minimum Temperature","1979 August","Cork Airport","Degrees C","10.2"
"Mean Minimum Temperature","1979 August","Casement","Degrees C","9.3"
"Mean Minimum Temperature","1979 August","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 August","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 August","Markree","Degrees C",""
"Mean Minimum Temperature","1979 September","Malin Head","Degrees C","9.7"
"Mean Minimum Temperature","1979 September","Claremorris","Degrees C","7.7"
"Mean Minimum Temperature","1979 September","Valentia Observatory","Degrees C","9.9"
"Mean Minimum Temperature","1979 September","Belmullet","Degrees C","10"
"Mean Minimum Temperature","1979 September","Shannon Airport","Degrees C","10"
"Mean Minimum Temperature","1979 September","Dublin Airport","Degrees C","9.3"
"Mean Minimum Temperature","1979 September","Mullingar","Degrees C","7.4"
"Mean Minimum Temperature","1979 September","Cork Airport","Degrees C","9.1"
"Mean Minimum Temperature","1979 September","Casement","Degrees C","8.2"
"Mean Minimum Temperature","1979 September","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 September","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 September","Markree","Degrees C",""
"Mean Minimum Temperature","1979 October","Malin Head","Degrees C","8.7"
"Mean Minimum Temperature","1979 October","Claremorris","Degrees C","6.1"
"Mean Minimum Temperature","1979 October","Valentia Observatory","Degrees C","7.8"
"Mean Minimum Temperature","1979 October","Belmullet","Degrees C","8.2"
"Mean Minimum Temperature","1979 October","Shannon Airport","Degrees C","8.1"
"Mean Minimum Temperature","1979 October","Dublin Airport","Degrees C","8.5"
"Mean Minimum Temperature","1979 October","Mullingar","Degrees C","6.6"
"Mean Minimum Temperature","1979 October","Cork Airport","Degrees C","7.9"
"Mean Minimum Temperature","1979 October","Casement","Degrees C","7.6"
"Mean Minimum Temperature","1979 October","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 October","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 October","Markree","Degrees C",""
"Mean Minimum Temperature","1979 November","Malin Head","Degrees C","5.1"
"Mean Minimum Temperature","1979 November","Claremorris","Degrees C","4.1"
"Mean Minimum Temperature","1979 November","Valentia Observatory","Degrees C","7.6"
"Mean Minimum Temperature","1979 November","Belmullet","Degrees C","5.8"
"Mean Minimum Temperature","1979 November","Shannon Airport","Degrees C","6.3"
"Mean Minimum Temperature","1979 November","Dublin Airport","Degrees C","4.6"
"Mean Minimum Temperature","1979 November","Mullingar","Degrees C","3.4"
"Mean Minimum Temperature","1979 November","Cork Airport","Degrees C","5.6"
"Mean Minimum Temperature","1979 November","Casement","Degrees C","4"
"Mean Minimum Temperature","1979 November","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 November","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 November","Markree","Degrees C",""
"Mean Minimum Temperature","1979 December","Malin Head","Degrees C","3.6"
"Mean Minimum Temperature","1979 December","Claremorris","Degrees C","2.4"
"Mean Minimum Temperature","1979 December","Valentia Observatory","Degrees C","5.2"
"Mean Minimum Temperature","1979 December","Belmullet","Degrees C","4.4"
"Mean Minimum Temperature","1979 December","Shannon Airport","Degrees C","3.9"
"Mean Minimum Temperature","1979 December","Dublin Airport","Degrees C","3.1"
"Mean Minimum Temperature","1979 December","Mullingar","Degrees C","1.5"
"Mean Minimum Temperature","1979 December","Cork Airport","Degrees C","3.4"
"Mean Minimum Temperature","1979 December","Casement","Degrees C","2.6"
"Mean Minimum Temperature","1979 December","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1979 December","Roches Point","Degrees C",""
"Mean Minimum Temperature","1979 December","Markree","Degrees C",""
"Mean Minimum Temperature","1980 January","Malin Head","Degrees C","2.4"
"Mean Minimum Temperature","1980 January","Claremorris","Degrees C","0"
"Mean Minimum Temperature","1980 January","Valentia Observatory","Degrees C","3.6"
"Mean Minimum Temperature","1980 January","Belmullet","Degrees C","1.9"
"Mean Minimum Temperature","1980 January","Shannon Airport","Degrees C","1.3"
"Mean Minimum Temperature","1980 January","Dublin Airport","Degrees C","1.7"
"Mean Minimum Temperature","1980 January","Mullingar","Degrees C","0.2"
"Mean Minimum Temperature","1980 January","Cork Airport","Degrees C","2.1"
"Mean Minimum Temperature","1980 January","Casement","Degrees C","0.8"
"Mean Minimum Temperature","1980 January","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1980 January","Roches Point","Degrees C",""
"Mean Minimum Temperature","1980 January","Markree","Degrees C",""
"Mean Minimum Temperature","1980 February","Malin Head","Degrees C","3.6"
"Mean Minimum Temperature","1980 February","Claremorris","Degrees C","1.7"
"Mean Minimum Temperature","1980 February","Valentia Observatory","Degrees C","5"
"Mean Minimum Temperature","1980 February","Belmullet","Degrees C","3.6"
"Mean Minimum Temperature","1980 February","Shannon Airport","Degrees C","3.9"
"Mean Minimum Temperature","1980 February","Dublin Airport","Degrees C","3.7"
"Mean Minimum Temperature","1980 February","Mullingar","Degrees C","2.1"
"Mean Minimum Temperature","1980 February","Cork Airport","Degrees C","3.7"
"Mean Minimum Temperature","1980 February","Casement","Degrees C","3"
"Mean Minimum Temperature","1980 February","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1980 February","Roches Point","Degrees C",""
"Mean Minimum Temperature","1980 February","Markree","Degrees C",""
"Mean Minimum Temperature","1980 March","Malin Head","Degrees C","2.6"
"Mean Minimum Temperature","1980 March","Claremorris","Degrees C","1.6"
"Mean Minimum Temperature","1980 March","Valentia Observatory","Degrees C","4"
"Mean Minimum Temperature","1980 March","Belmullet","Degrees C","3.1"
"Mean Minimum Temperature","1980 March","Shannon Airport","Degrees C","3.3"
"Mean Minimum Temperature","1980 March","Dublin Airport","Degrees C","2.2"
"Mean Minimum Temperature","1980 March","Mullingar","Degrees C","1"
"Mean Minimum Temperature","1980 March","Cork Airport","Degrees C","2.4"
"Mean Minimum Temperature","1980 March","Casement","Degrees C","1.5"
"Mean Minimum Temperature","1980 March","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1980 March","Roches Point","Degrees C",""
"Mean Minimum Temperature","1980 March","Markree","Degrees C",""
"Mean Minimum Temperature","1980 April","Malin Head","Degrees C","5.7"
"Mean Minimum Temperature","1980 April","Claremorris","Degrees C","4"
"Mean Minimum Temperature","1980 April","Valentia Observatory","Degrees C","5.6"
"Mean Minimum Temperature","1980 April","Belmullet","Degrees C","5.5"
"Mean Minimum Temperature","1980 April","Shannon Airport","Degrees C","5.2"
"Mean Minimum Temperature","1980 April","Dublin Airport","Degrees C","4.7"
"Mean Minimum Temperature","1980 April","Mullingar","Degrees C","3.7"
"Mean Minimum Temperature","1980 April","Cork Airport","Degrees C","4.6"
"Mean Minimum Temperature","1980 April","Casement","Degrees C","3.5"
"Mean Minimum Temperature","1980 April","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1980 April","Roches Point","Degrees C",""
"Mean Minimum Temperature","1980 April","Markree","Degrees C",""
"Mean Minimum Temperature","1980 May","Malin Head","Degrees C","7.9"
"Mean Minimum Temperature","1980 May","Claremorris","Degrees C","5.7"
"Mean Minimum Temperature","1980 May","Valentia Observatory","Degrees C","7.6"
"Mean Minimum Temperature","1980 May","Belmullet","Degrees C","7"
"Mean Minimum Temperature","1980 May","Shannon Airport","Degrees C","7.7"
"Mean Minimum Temperature","1980 May","Dublin Airport","Degrees C","7.3"
"Mean Minimum Temperature","1980 May","Mullingar","Degrees C","5.6"
"Mean Minimum Temperature","1980 May","Cork Airport","Degrees C","6.5"
"Mean Minimum Temperature","1980 May","Casement","Degrees C","5.8"
"Mean Minimum Temperature","1980 May","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1980 May","Roches Point","Degrees C",""
"Mean Minimum Temperature","1980 May","Markree","Degrees C",""
"Mean Minimum Temperature","1980 June","Malin Head","Degrees C","10"
"Mean Minimum Temperature","1980 June","Claremorris","Degrees C","8.8"
"Mean Minimum Temperature","1980 June","Valentia Observatory","Degrees C","10.1"
"Mean Minimum Temperature","1980 June","Belmullet","Degrees C","9.9"
"Mean Minimum Temperature","1980 June","Shannon Airport","Degrees C","10.5"
"Mean Minimum Temperature","1980 June","Dublin Airport","Degrees C","9.6"
"Mean Minimum Temperature","1980 June","Mullingar","Degrees C","8.7"
"Mean Minimum Temperature","1980 June","Cork Airport","Degrees C","9.1"
"Mean Minimum Temperature","1980 June","Casement","Degrees C","9.1"
"Mean Minimum Temperature","1980 June","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1980 June","Roches Point","Degrees C",""
"Mean Minimum Temperature","1980 June","Markree","Degrees C",""
"Mean Minimum Temperature","1980 July","Malin Head","Degrees C","11.3"
"Mean Minimum Temperature","1980 July","Claremorris","Degrees C","10"
"Mean Minimum Temperature","1980 July","Valentia Observatory","Degrees C","11.2"
"Mean Minimum Temperature","1980 July","Belmullet","Degrees C","10.6"
"Mean Minimum Temperature","1980 July","Shannon Airport","Degrees C","11.9"
"Mean Minimum Temperature","1980 July","Dublin Airport","Degrees C","10.5"
"Mean Minimum Temperature","1980 July","Mullingar","Degrees C","10.1"
"Mean Minimum Temperature","1980 July","Cork Airport","Degrees C","10.5"
"Mean Minimum Temperature","1980 July","Casement","Degrees C","9.5"
"Mean Minimum Temperature","1980 July","Phoenix Park","Degrees C",""
"Mean Minimum Temperature","1980 July","Roches Point","Degrees C",""
"Mean Minimum Temperature","1980 July","Markree","Degrees C",""
"Mean Minimum Temperature","1980 August","Malin Head","Degrees C","11.9"
"Mean Minimum Temperature","1980 August","Claremorris","Degrees C","10.4"
"Mean Minimum Temperature","1980 August","Valentia Observatory","Degrees C","12.6"
"Mean Minimum Temperature","1980 August","Belmullet","Degrees C","11.3"
"Mean Minimum Temperature","1980 August","Shannon Airport","Degrees C","12.5"
"Mean Minimum Temperature","1980 August","Dublin Airport","Degrees C","11.7"
