"Statistic Label","Month","Meteorological Weather Station","UNIT","VALUE"
"Grass Minimum Temperature","1988 September","Belmullet","Degrees C","0.4"
"Grass Minimum Temperature","1988 September","Shannon Airport","Degrees C","-0.6"
"Grass Minimum Temperature","1988 September","Dublin Airport","Degrees C","0"
"Grass Minimum Temperature","1988 September","Mullingar","Degrees C","-1.9"
"Grass Minimum Temperature","1988 September","Cork Airport","Degrees C","-0.1"
"Grass Minimum Temperature","1988 September","Casement","Degrees C","-0.8"
"Grass Minimum Temperature","1988 September","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1988 September","Roches Point","Degrees C",""
"Grass Minimum Temperature","1988 September","Markree","Degrees C",""
"Grass Minimum Temperature","1988 October","Malin Head","Degrees C","-1"
"Grass Minimum Temperature","1988 October","Claremorris","Degrees C","-5.7"
"Grass Minimum Temperature","1988 October","Valentia Observatory","Degrees C","1.1"
"Grass Minimum Temperature","1988 October","Belmullet","Degrees C","-3.5"
"Grass Minimum Temperature","1988 October","Shannon Airport","Degrees C","-6.8"
"Grass Minimum Temperature","1988 October","Dublin Airport","Degrees C","-4.7"
"Grass Minimum Temperature","1988 October","Mullingar","Degrees C","-4.9"
"Grass Minimum Temperature","1988 October","Cork Airport","Degrees C","-2.6"
"Grass Minimum Temperature","1988 October","Casement","Degrees C","-5.7"
"Grass Minimum Temperature","1988 October","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1988 October","Roches Point","Degrees C",""
"Grass Minimum Temperature","1988 October","Markree","Degrees C",""
"Grass Minimum Temperature","1988 November","Malin Head","Degrees C","-3.3"
"Grass Minimum Temperature","1988 November","Claremorris","Degrees C","-10"
"Grass Minimum Temperature","1988 November","Valentia Observatory","Degrees C","-7.5"
"Grass Minimum Temperature","1988 November","Belmullet","Degrees C","-6.1"
"Grass Minimum Temperature","1988 November","Shannon Airport","Degrees C","-10.5"
"Grass Minimum Temperature","1988 November","Dublin Airport","Degrees C","-6.9"
"Grass Minimum Temperature","1988 November","Mullingar","Degrees C","-8.2"
"Grass Minimum Temperature","1988 November","Cork Airport","Degrees C","-6.1"
"Grass Minimum Temperature","1988 November","Casement","Degrees C","-8.3"
"Grass Minimum Temperature","1988 November","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1988 November","Roches Point","Degrees C",""
"Grass Minimum Temperature","1988 November","Markree","Degrees C",""
"Grass Minimum Temperature","1988 December","Malin Head","Degrees C","1.6"
"Grass Minimum Temperature","1988 December","Claremorris","Degrees C","-5.7"
"Grass Minimum Temperature","1988 December","Valentia Observatory","Degrees C","-1.3"
"Grass Minimum Temperature","1988 December","Belmullet","Degrees C","-1"
"Grass Minimum Temperature","1988 December","Shannon Airport","Degrees C","-4.1"
"Grass Minimum Temperature","1988 December","Dublin Airport","Degrees C","-2"
"Grass Minimum Temperature","1988 December","Mullingar","Degrees C","-3.5"
"Grass Minimum Temperature","1988 December","Cork Airport","Degrees C","-1.6"
"Grass Minimum Temperature","1988 December","Casement","Degrees C","-1.8"
"Grass Minimum Temperature","1988 December","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1988 December","Roches Point","Degrees C",""
"Grass Minimum Temperature","1988 December","Markree","Degrees C",""
"Grass Minimum Temperature","1989 January","Malin Head","Degrees C","-2.2"
"Grass Minimum Temperature","1989 January","Claremorris","Degrees C","-7"
"Grass Minimum Temperature","1989 January","Valentia Observatory","Degrees C","-1.6"
"Grass Minimum Temperature","1989 January","Belmullet","Degrees C","-4.9"
"Grass Minimum Temperature","1989 January","Shannon Airport","Degrees C","-5.1"
"Grass Minimum Temperature","1989 January","Dublin Airport","Degrees C","-3.5"
"Grass Minimum Temperature","1989 January","Mullingar","Degrees C","-5.8"
"Grass Minimum Temperature","1989 January","Cork Airport","Degrees C","-5.4"
"Grass Minimum Temperature","1989 January","Casement","Degrees C","-3.7"
"Grass Minimum Temperature","1989 January","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 January","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 January","Markree","Degrees C",""
"Grass Minimum Temperature","1989 February","Malin Head","Degrees C","-2.5"
"Grass Minimum Temperature","1989 February","Claremorris","Degrees C","-8"
"Grass Minimum Temperature","1989 February","Valentia Observatory","Degrees C","-0.3"
"Grass Minimum Temperature","1989 February","Belmullet","Degrees C","-4.6"
"Grass Minimum Temperature","1989 February","Shannon Airport","Degrees C","-5.9"
"Grass Minimum Temperature","1989 February","Dublin Airport","Degrees C","-5.5"
"Grass Minimum Temperature","1989 February","Mullingar","Degrees C","-6.5"
"Grass Minimum Temperature","1989 February","Cork Airport","Degrees C","-4.6"
"Grass Minimum Temperature","1989 February","Casement","Degrees C","-5.3"
"Grass Minimum Temperature","1989 February","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 February","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 February","Markree","Degrees C",""
"Grass Minimum Temperature","1989 March","Malin Head","Degrees C","-3.9"
"Grass Minimum Temperature","1989 March","Claremorris","Degrees C","-8.5"
"Grass Minimum Temperature","1989 March","Valentia Observatory","Degrees C","-2.6"
"Grass Minimum Temperature","1989 March","Belmullet","Degrees C","-4.7"
"Grass Minimum Temperature","1989 March","Shannon Airport","Degrees C","-7.7"
"Grass Minimum Temperature","1989 March","Dublin Airport","Degrees C","-6.7"
"Grass Minimum Temperature","1989 March","Mullingar","Degrees C","-5.6"
"Grass Minimum Temperature","1989 March","Cork Airport","Degrees C","-2.8"
"Grass Minimum Temperature","1989 March","Casement","Degrees C","-7"
"Grass Minimum Temperature","1989 March","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 March","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 March","Markree","Degrees C",""
"Grass Minimum Temperature","1989 April","Malin Head","Degrees C","-2.2"
"Grass Minimum Temperature","1989 April","Claremorris","Degrees C","-6.5"
"Grass Minimum Temperature","1989 April","Valentia Observatory","Degrees C","-3"
"Grass Minimum Temperature","1989 April","Belmullet","Degrees C","-5.3"
"Grass Minimum Temperature","1989 April","Shannon Airport","Degrees C","-8.9"
"Grass Minimum Temperature","1989 April","Dublin Airport","Degrees C","-4.7"
"Grass Minimum Temperature","1989 April","Mullingar","Degrees C","-5.2"
"Grass Minimum Temperature","1989 April","Cork Airport","Degrees C","-4.9"
"Grass Minimum Temperature","1989 April","Casement","Degrees C","-6.5"
"Grass Minimum Temperature","1989 April","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 April","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 April","Markree","Degrees C",""
"Grass Minimum Temperature","1989 May","Malin Head","Degrees C","-1.4"
"Grass Minimum Temperature","1989 May","Claremorris","Degrees C","-3"
"Grass Minimum Temperature","1989 May","Valentia Observatory","Degrees C","-0.1"
"Grass Minimum Temperature","1989 May","Belmullet","Degrees C","-1.6"
"Grass Minimum Temperature","1989 May","Shannon Airport","Degrees C","-2.2"
"Grass Minimum Temperature","1989 May","Dublin Airport","Degrees C","-1.9"
"Grass Minimum Temperature","1989 May","Mullingar","Degrees C","-2"
"Grass Minimum Temperature","1989 May","Cork Airport","Degrees C","-1"
"Grass Minimum Temperature","1989 May","Casement","Degrees C","-2.6"
"Grass Minimum Temperature","1989 May","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 May","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 May","Markree","Degrees C",""
"Grass Minimum Temperature","1989 June","Malin Head","Degrees C","1"
"Grass Minimum Temperature","1989 June","Claremorris","Degrees C","-2"
"Grass Minimum Temperature","1989 June","Valentia Observatory","Degrees C","-0.9"
"Grass Minimum Temperature","1989 June","Belmullet","Degrees C","2"
"Grass Minimum Temperature","1989 June","Shannon Airport","Degrees C","-3.7"
"Grass Minimum Temperature","1989 June","Dublin Airport","Degrees C","-0.9"
"Grass Minimum Temperature","1989 June","Mullingar","Degrees C","0.3"
"Grass Minimum Temperature","1989 June","Cork Airport","Degrees C","1.4"
"Grass Minimum Temperature","1989 June","Casement","Degrees C","-1.5"
"Grass Minimum Temperature","1989 June","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 June","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 June","Markree","Degrees C",""
"Grass Minimum Temperature","1989 July","Malin Head","Degrees C","6.8"
"Grass Minimum Temperature","1989 July","Claremorris","Degrees C","1.2"
"Grass Minimum Temperature","1989 July","Valentia Observatory","Degrees C","6"
"Grass Minimum Temperature","1989 July","Belmullet","Degrees C","3.3"
"Grass Minimum Temperature","1989 July","Shannon Airport","Degrees C","2.5"
"Grass Minimum Temperature","1989 July","Dublin Airport","Degrees C","6.4"
"Grass Minimum Temperature","1989 July","Mullingar","Degrees C","3.6"
"Grass Minimum Temperature","1989 July","Cork Airport","Degrees C","4.4"
"Grass Minimum Temperature","1989 July","Casement","Degrees C","4.6"
"Grass Minimum Temperature","1989 July","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 July","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 July","Markree","Degrees C",""
"Grass Minimum Temperature","1989 August","Malin Head","Degrees C","4.9"
"Grass Minimum Temperature","1989 August","Claremorris","Degrees C","1.6"
"Grass Minimum Temperature","1989 August","Valentia Observatory","Degrees C","6.1"
"Grass Minimum Temperature","1989 August","Belmullet","Degrees C","4.6"
"Grass Minimum Temperature","1989 August","Shannon Airport","Degrees C","2.8"
"Grass Minimum Temperature","1989 August","Dublin Airport","Degrees C","2.8"
"Grass Minimum Temperature","1989 August","Mullingar","Degrees C","1.3"
"Grass Minimum Temperature","1989 August","Cork Airport","Degrees C","5"
"Grass Minimum Temperature","1989 August","Casement","Degrees C","1.2"
"Grass Minimum Temperature","1989 August","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 August","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 August","Markree","Degrees C",""
"Grass Minimum Temperature","1989 September","Malin Head","Degrees C","3.4"
"Grass Minimum Temperature","1989 September","Claremorris","Degrees C","0.6"
"Grass Minimum Temperature","1989 September","Valentia Observatory","Degrees C","2.2"
"Grass Minimum Temperature","1989 September","Belmullet","Degrees C","0.1"
"Grass Minimum Temperature","1989 September","Shannon Airport","Degrees C","0.3"
"Grass Minimum Temperature","1989 September","Dublin Airport","Degrees C","1.8"
"Grass Minimum Temperature","1989 September","Mullingar","Degrees C","-0.4"
"Grass Minimum Temperature","1989 September","Cork Airport","Degrees C","3.3"
"Grass Minimum Temperature","1989 September","Casement","Degrees C","1.3"
"Grass Minimum Temperature","1989 September","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 September","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 September","Markree","Degrees C",""
"Grass Minimum Temperature","1989 October","Malin Head","Degrees C","3"
"Grass Minimum Temperature","1989 October","Claremorris","Degrees C","-1"
"Grass Minimum Temperature","1989 October","Valentia Observatory","Degrees C","1.8"
"Grass Minimum Temperature","1989 October","Belmullet","Degrees C","1.3"
"Grass Minimum Temperature","1989 October","Shannon Airport","Degrees C","-1.3"
"Grass Minimum Temperature","1989 October","Dublin Airport","Degrees C","0.1"
"Grass Minimum Temperature","1989 October","Mullingar","Degrees C","-0.8"
"Grass Minimum Temperature","1989 October","Cork Airport","Degrees C","0.6"
"Grass Minimum Temperature","1989 October","Casement","Degrees C","-1.1"
"Grass Minimum Temperature","1989 October","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 October","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 October","Markree","Degrees C",""
"Grass Minimum Temperature","1989 November","Malin Head","Degrees C","-2.6"
"Grass Minimum Temperature","1989 November","Claremorris","Degrees C","-8.5"
"Grass Minimum Temperature","1989 November","Valentia Observatory","Degrees C","-3.7"
"Grass Minimum Temperature","1989 November","Belmullet","Degrees C","-7"
"Grass Minimum Temperature","1989 November","Shannon Airport","Degrees C","-9.9"
"Grass Minimum Temperature","1989 November","Dublin Airport","Degrees C","-6"
"Grass Minimum Temperature","1989 November","Mullingar","Degrees C","-9.3"
"Grass Minimum Temperature","1989 November","Cork Airport","Degrees C","-0.9"
"Grass Minimum Temperature","1989 November","Casement","Degrees C","-6.4"
"Grass Minimum Temperature","1989 November","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 November","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 November","Markree","Degrees C",""
"Grass Minimum Temperature","1989 December","Malin Head","Degrees C","-4.2"
"Grass Minimum Temperature","1989 December","Claremorris","Degrees C","-9"
"Grass Minimum Temperature","1989 December","Valentia Observatory","Degrees C","-5.6"
"Grass Minimum Temperature","1989 December","Belmullet","Degrees C","-8.6"
"Grass Minimum Temperature","1989 December","Shannon Airport","Degrees C","-9.4"
"Grass Minimum Temperature","1989 December","Dublin Airport","Degrees C","-7.2"
"Grass Minimum Temperature","1989 December","Mullingar","Degrees C","-8"
"Grass Minimum Temperature","1989 December","Cork Airport","Degrees C","-4.4"
"Grass Minimum Temperature","1989 December","Casement","Degrees C","-7.8"
"Grass Minimum Temperature","1989 December","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1989 December","Roches Point","Degrees C",""
"Grass Minimum Temperature","1989 December","Markree","Degrees C",""
"Grass Minimum Temperature","1990 January","Malin Head","Degrees C","-1.6"
"Grass Minimum Temperature","1990 January","Claremorris","Degrees C","-5.3"
"Grass Minimum Temperature","1990 January","Valentia Observatory","Degrees C","-0.9"
"Grass Minimum Temperature","1990 January","Belmullet","Degrees C","-2.4"
"Grass Minimum Temperature","1990 January","Shannon Airport","Degrees C","-4.4"
"Grass Minimum Temperature","1990 January","Dublin Airport","Degrees C","-3.7"
"Grass Minimum Temperature","1990 January","Mullingar","Degrees C","-5.8"
"Grass Minimum Temperature","1990 January","Cork Airport","Degrees C","-1.9"
"Grass Minimum Temperature","1990 January","Casement","Degrees C","-1.9"
"Grass Minimum Temperature","1990 January","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 January","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 January","Markree","Degrees C",""
"Grass Minimum Temperature","1990 February","Malin Head","Degrees C","-2.1"
"Grass Minimum Temperature","1990 February","Claremorris","Degrees C","-7.5"
"Grass Minimum Temperature","1990 February","Valentia Observatory","Degrees C","0.5"
"Grass Minimum Temperature","1990 February","Belmullet","Degrees C","-6.1"
"Grass Minimum Temperature","1990 February","Shannon Airport","Degrees C","-1.2"
"Grass Minimum Temperature","1990 February","Dublin Airport","Degrees C","-6.7"
"Grass Minimum Temperature","1990 February","Mullingar","Degrees C","-7.5"
"Grass Minimum Temperature","1990 February","Cork Airport","Degrees C","-2.4"
"Grass Minimum Temperature","1990 February","Casement","Degrees C","-6.8"
"Grass Minimum Temperature","1990 February","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 February","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 February","Markree","Degrees C",""
"Grass Minimum Temperature","1990 March","Malin Head","Degrees C","0.1"
"Grass Minimum Temperature","1990 March","Claremorris","Degrees C","-8"
"Grass Minimum Temperature","1990 March","Valentia Observatory","Degrees C","-3.6"
"Grass Minimum Temperature","1990 March","Belmullet","Degrees C","-2.7"
"Grass Minimum Temperature","1990 March","Shannon Airport","Degrees C","-7.1"
"Grass Minimum Temperature","1990 March","Dublin Airport","Degrees C","-4.3"
"Grass Minimum Temperature","1990 March","Mullingar","Degrees C","-7"
"Grass Minimum Temperature","1990 March","Cork Airport","Degrees C","-4.7"
"Grass Minimum Temperature","1990 March","Casement","Degrees C","-5.4"
"Grass Minimum Temperature","1990 March","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 March","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 March","Markree","Degrees C",""
"Grass Minimum Temperature","1990 April","Malin Head","Degrees C","-1.8"
"Grass Minimum Temperature","1990 April","Claremorris","Degrees C","-8.1"
"Grass Minimum Temperature","1990 April","Valentia Observatory","Degrees C","-4.9"
"Grass Minimum Temperature","1990 April","Belmullet","Degrees C","-2.8"
"Grass Minimum Temperature","1990 April","Shannon Airport","Degrees C","-6.3"
"Grass Minimum Temperature","1990 April","Dublin Airport","Degrees C","-6"
"Grass Minimum Temperature","1990 April","Mullingar","Degrees C","-6.1"
"Grass Minimum Temperature","1990 April","Cork Airport","Degrees C","-4.6"
"Grass Minimum Temperature","1990 April","Casement","Degrees C","-6"
"Grass Minimum Temperature","1990 April","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 April","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 April","Markree","Degrees C",""
"Grass Minimum Temperature","1990 May","Malin Head","Degrees C","1"
"Grass Minimum Temperature","1990 May","Claremorris","Degrees C","-1"
"Grass Minimum Temperature","1990 May","Valentia Observatory","Degrees C","0.7"
"Grass Minimum Temperature","1990 May","Belmullet","Degrees C","2"
"Grass Minimum Temperature","1990 May","Shannon Airport","Degrees C","0.4"
"Grass Minimum Temperature","1990 May","Dublin Airport","Degrees C","-1.2"
"Grass Minimum Temperature","1990 May","Mullingar","Degrees C","-0.4"
"Grass Minimum Temperature","1990 May","Cork Airport","Degrees C","2.3"
"Grass Minimum Temperature","1990 May","Casement","Degrees C","1.2"
"Grass Minimum Temperature","1990 May","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 May","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 May","Markree","Degrees C",""
"Grass Minimum Temperature","1990 June","Malin Head","Degrees C","5.6"
"Grass Minimum Temperature","1990 June","Claremorris","Degrees C","0.5"
"Grass Minimum Temperature","1990 June","Valentia Observatory","Degrees C","2.8"
"Grass Minimum Temperature","1990 June","Belmullet","Degrees C","2.1"
"Grass Minimum Temperature","1990 June","Shannon Airport","Degrees C","2"
"Grass Minimum Temperature","1990 June","Dublin Airport","Degrees C","1.9"
"Grass Minimum Temperature","1990 June","Mullingar","Degrees C","2.5"
"Grass Minimum Temperature","1990 June","Cork Airport","Degrees C","3"
"Grass Minimum Temperature","1990 June","Casement","Degrees C","4.8"
"Grass Minimum Temperature","1990 June","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 June","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 June","Markree","Degrees C",""
"Grass Minimum Temperature","1990 July","Malin Head","Degrees C","6.5"
"Grass Minimum Temperature","1990 July","Claremorris","Degrees C","0"
"Grass Minimum Temperature","1990 July","Valentia Observatory","Degrees C","3.4"
"Grass Minimum Temperature","1990 July","Belmullet","Degrees C","5.4"
"Grass Minimum Temperature","1990 July","Shannon Airport","Degrees C","0.1"
"Grass Minimum Temperature","1990 July","Dublin Airport","Degrees C","4.2"
"Grass Minimum Temperature","1990 July","Mullingar","Degrees C","1.7"
"Grass Minimum Temperature","1990 July","Cork Airport","Degrees C","4.4"
"Grass Minimum Temperature","1990 July","Casement","Degrees C","3"
"Grass Minimum Temperature","1990 July","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 July","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 July","Markree","Degrees C",""
"Grass Minimum Temperature","1990 August","Malin Head","Degrees C","5.5"
"Grass Minimum Temperature","1990 August","Claremorris","Degrees C","2.5"
"Grass Minimum Temperature","1990 August","Valentia Observatory","Degrees C","5.4"
"Grass Minimum Temperature","1990 August","Belmullet","Degrees C","5.3"
"Grass Minimum Temperature","1990 August","Shannon Airport","Degrees C","6.3"
"Grass Minimum Temperature","1990 August","Dublin Airport","Degrees C","4.3"
"Grass Minimum Temperature","1990 August","Mullingar","Degrees C","5"
"Grass Minimum Temperature","1990 August","Cork Airport","Degrees C","6.3"
"Grass Minimum Temperature","1990 August","Casement","Degrees C","5.2"
"Grass Minimum Temperature","1990 August","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 August","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 August","Markree","Degrees C",""
"Grass Minimum Temperature","1990 September","Malin Head","Degrees C","3.9"
"Grass Minimum Temperature","1990 September","Claremorris","Degrees C","-2.4"
"Grass Minimum Temperature","1990 September","Valentia Observatory","Degrees C","-1.3"
"Grass Minimum Temperature","1990 September","Belmullet","Degrees C","1.5"
"Grass Minimum Temperature","1990 September","Shannon Airport","Degrees C","-1.9"
"Grass Minimum Temperature","1990 September","Dublin Airport","Degrees C","-2"
"Grass Minimum Temperature","1990 September","Mullingar","Degrees C","-2"
"Grass Minimum Temperature","1990 September","Cork Airport","Degrees C","1.8"
"Grass Minimum Temperature","1990 September","Casement","Degrees C","-1.6"
"Grass Minimum Temperature","1990 September","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 September","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 September","Markree","Degrees C",""
"Grass Minimum Temperature","1990 October","Malin Head","Degrees C","0.3"
"Grass Minimum Temperature","1990 October","Claremorris","Degrees C","-2.3"
"Grass Minimum Temperature","1990 October","Valentia Observatory","Degrees C","-0.9"
"Grass Minimum Temperature","1990 October","Belmullet","Degrees C","2.4"
"Grass Minimum Temperature","1990 October","Shannon Airport","Degrees C","-1.9"
"Grass Minimum Temperature","1990 October","Dublin Airport","Degrees C","-0.7"
"Grass Minimum Temperature","1990 October","Mullingar","Degrees C","-1.4"
"Grass Minimum Temperature","1990 October","Cork Airport","Degrees C","0.6"
"Grass Minimum Temperature","1990 October","Casement","Degrees C","0.2"
"Grass Minimum Temperature","1990 October","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 October","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 October","Markree","Degrees C",""
"Grass Minimum Temperature","1990 November","Malin Head","Degrees C","-0.6"
"Grass Minimum Temperature","1990 November","Claremorris","Degrees C","-7.9"
"Grass Minimum Temperature","1990 November","Valentia Observatory","Degrees C","-4.9"
"Grass Minimum Temperature","1990 November","Belmullet","Degrees C","-4.7"
"Grass Minimum Temperature","1990 November","Shannon Airport","Degrees C","-7"
"Grass Minimum Temperature","1990 November","Dublin Airport","Degrees C","-5.8"
"Grass Minimum Temperature","1990 November","Mullingar","Degrees C","-6.8"
"Grass Minimum Temperature","1990 November","Cork Airport","Degrees C","-3.2"
"Grass Minimum Temperature","1990 November","Casement","Degrees C","-4.5"
"Grass Minimum Temperature","1990 November","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 November","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 November","Markree","Degrees C",""
"Grass Minimum Temperature","1990 December","Malin Head","Degrees C","-1.9"
"Grass Minimum Temperature","1990 December","Claremorris","Degrees C","-9"
"Grass Minimum Temperature","1990 December","Valentia Observatory","Degrees C","-4.2"
"Grass Minimum Temperature","1990 December","Belmullet","Degrees C","-4.4"
"Grass Minimum Temperature","1990 December","Shannon Airport","Degrees C","-7.9"
"Grass Minimum Temperature","1990 December","Dublin Airport","Degrees C","-6.8"
"Grass Minimum Temperature","1990 December","Mullingar","Degrees C","-7.1"
"Grass Minimum Temperature","1990 December","Cork Airport","Degrees C","-3.8"
"Grass Minimum Temperature","1990 December","Casement","Degrees C","-6.1"
"Grass Minimum Temperature","1990 December","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1990 December","Roches Point","Degrees C",""
"Grass Minimum Temperature","1990 December","Markree","Degrees C",""
"Grass Minimum Temperature","1991 January","Malin Head","Degrees C","-3.6"
"Grass Minimum Temperature","1991 January","Claremorris","Degrees C","-11.6"
"Grass Minimum Temperature","1991 January","Valentia Observatory","Degrees C","-9"
"Grass Minimum Temperature","1991 January","Belmullet","Degrees C","-5.5"
"Grass Minimum Temperature","1991 January","Shannon Airport","Degrees C","-8.9"
"Grass Minimum Temperature","1991 January","Dublin Airport","Degrees C","-8"
"Grass Minimum Temperature","1991 January","Mullingar","Degrees C","-9"
"Grass Minimum Temperature","1991 January","Cork Airport","Degrees C","-6.7"
"Grass Minimum Temperature","1991 January","Casement","Degrees C","-8.3"
"Grass Minimum Temperature","1991 January","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1991 January","Roches Point","Degrees C",""
"Grass Minimum Temperature","1991 January","Markree","Degrees C",""
"Grass Minimum Temperature","1991 February","Malin Head","Degrees C","-3"
"Grass Minimum Temperature","1991 February","Claremorris","Degrees C","-8.9"
"Grass Minimum Temperature","1991 February","Valentia Observatory","Degrees C","-7.2"
"Grass Minimum Temperature","1991 February","Belmullet","Degrees C","-7.2"
"Grass Minimum Temperature","1991 February","Shannon Airport","Degrees C","-9.4"
"Grass Minimum Temperature","1991 February","Dublin Airport","Degrees C","-10.6"
"Grass Minimum Temperature","1991 February","Mullingar","Degrees C","-7.1"
"Grass Minimum Temperature","1991 February","Cork Airport","Degrees C","-7"
"Grass Minimum Temperature","1991 February","Casement","Degrees C","-9.8"
"Grass Minimum Temperature","1991 February","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1991 February","Roches Point","Degrees C",""
"Grass Minimum Temperature","1991 February","Markree","Degrees C",""
"Grass Minimum Temperature","1991 March","Malin Head","Degrees C","-2.5"
"Grass Minimum Temperature","1991 March","Claremorris","Degrees C","-8.9"
"Grass Minimum Temperature","1991 March","Valentia Observatory","Degrees C","-4.9"
"Grass Minimum Temperature","1991 March","Belmullet","Degrees C","-4.5"
"Grass Minimum Temperature","1991 March","Shannon Airport","Degrees C","-9.6"
"Grass Minimum Temperature","1991 March","Dublin Airport","Degrees C","-3.7"
"Grass Minimum Temperature","1991 March","Mullingar","Degrees C","-6.6"
"Grass Minimum Temperature","1991 March","Cork Airport","Degrees C","-3.1"
"Grass Minimum Temperature","1991 March","Casement","Degrees C","-5.2"
"Grass Minimum Temperature","1991 March","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1991 March","Roches Point","Degrees C",""
"Grass Minimum Temperature","1991 March","Markree","Degrees C",""
"Grass Minimum Temperature","1991 April","Malin Head","Degrees C","0.5"
"Grass Minimum Temperature","1991 April","Claremorris","Degrees C","-4.3"
"Grass Minimum Temperature","1991 April","Valentia Observatory","Degrees C","-1"
"Grass Minimum Temperature","1991 April","Belmullet","Degrees C","-2.9"
"Grass Minimum Temperature","1991 April","Shannon Airport","Degrees C","-6.6"
"Grass Minimum Temperature","1991 April","Dublin Airport","Degrees C","-1.2"
"Grass Minimum Temperature","1991 April","Mullingar","Degrees C","-2.3"
"Grass Minimum Temperature","1991 April","Cork Airport","Degrees C","-2.5"
"Grass Minimum Temperature","1991 April","Casement","Degrees C","-3.9"
"Grass Minimum Temperature","1991 April","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1991 April","Roches Point","Degrees C",""
"Grass Minimum Temperature","1991 April","Markree","Degrees C",""
"Grass Minimum Temperature","1991 May","Malin Head","Degrees C","0.4"
"Grass Minimum Temperature","1991 May","Claremorris","Degrees C","-2.3"
"Grass Minimum Temperature","1991 May","Valentia Observatory","Degrees C","-0.7"
"Grass Minimum Temperature","1991 May","Belmullet","Degrees C","-1.7"
"Grass Minimum Temperature","1991 May","Shannon Airport","Degrees C","-3.5"
"Grass Minimum Temperature","1991 May","Dublin Airport","Degrees C","-1.3"
"Grass Minimum Temperature","1991 May","Mullingar","Degrees C","-2.3"
"Grass Minimum Temperature","1991 May","Cork Airport","Degrees C","-0.2"
"Grass Minimum Temperature","1991 May","Casement","Degrees C","-1.7"
"Grass Minimum Temperature","1991 May","Phoenix Park","Degrees C",""
"Grass Minimum Temperature","1991 May","Roches Point","Degrees C",""
"Grass Minimum Temperature","1991 May","Markree","Degrees C",""
"Grass Minimum Temperature","1991 June","Malin Head","Degrees C","0"
"Grass Minimum Temperature","1991 June","Claremorris","Degrees C","-1.2"
"Grass Minimum Temperature","1991 June","Valentia Observatory","Degrees C","1.2"
"Grass Minimum Temperature","1991 June","Belmullet","Degrees C","-0.3"
"Grass Minimum Temperature","1991 June","Shannon Airport","Degrees C","-1.1"
